,index,Book,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Author,Image,Year,Description,Buy,max_val,max_col
10,10,B is for Bedpost,0.0,0.0,0.05662326142191887,0.0,0.0,0.012373900972306728,0.0,0.0,0.0,0.04068215936422348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6543831825256348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2265954166650772,0.0,Lena Hart,https://m.media-amazon.com/images/I/8108g10CuCL._AC_UY218_.jpg,2015.0,"Newly engaged couple Athena Lewis and David Carrone are off to celebrate the best way they know howin bed someplace far from the glittering lights of Las Vegas. They arrive on a private island where pleasure, fun, and relaxation awaitsor so they believe. When they are invited to the island's most exclusive club, they soon discover that the ""Mansion"" is no ordinary nightclub. Luckily, David and Tena are no ordinary couple. Looking to add more excitement to their relationship, they take the opportunity to explore their secret desires and hidden cravings. But during their passionate exploration, the matter of trust resurfaces as painful memories from Tena's past returns, pushing them further from each other and threatening to sever their special bond. **Note: this short story is a continuation of the novel, HIS BEDPOST QUEEN. Both stories, however, can be read as standalones.",https://www.amazon.com/Bedpost-Queen-Quartette-Book-ebook/dp/B00TU02KYA/ref=sr_1_1?dchild=1&keywords=B+is+for+Bedpost+lena+hart&qid=1615770919&s=books&sr=1-1,0.6543831825256348,18.0
11,11,Something Old,0.0,0.0,0.05914289504289627,0.043878957629203796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45415976643562317,0.0,0.08277897536754608,0.2986798882484436,0.0,0.0,0.0,0.0,0.0,0.0,0.04767648130655289,0.0,Lena Hart,https://m.media-amazon.com/images/I/71+J-0k9KeL._AC_UY218_.jpg,2016.0,"Jilted by the one woman he's ever loved, small town sheriff Guy Lawson vows never to let himself be so vulnerable. But when the woman who broke his heart returns to Cedar Bend, he is forced to uphold an old promise he made long ago... After two years of running from her father's death, Zamya ""Mya"" Daniels is ready to win back the man she loves. Except Guy doesn't believe in second chances. When Mya sets out to repair their broken relationship, Guy's guarded heart is helpless against his body's desires. Will their old bond be enough to save their loveor will they come to accept that some things just aren't meant to last?",https://www.amazon.com/Something-Brides-Cedar-Bend-Book-ebook/dp/B01CN80MJ0/ref=sr_1_1?dchild=1&keywords=Something+Old+lena+hart&qid=1615770976&s=books&sr=1-1,0.45415976643562317,18.0
12,12,With Your Permission,0.0,0.0,0.0,0.0,0.0,0.0,0.011430321261286736,0.0,0.0,0.863833487033844,0.020812205970287323,0.0,0.0,0.0,0.0427725650370121,0.0,0.0,0.0,0.0,0.0,0.0,0.04392525181174278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stephanie Nicole Norris,https://m.media-amazon.com/images/I/81bYg4ek+7L._AC_UY218_.jpg,2019.0,"It was their first encounter that landed them in newfound territory. Up and coming wedding planner Bri St. James is in the height of her career. As the CEO of Building Bridges LLC, Bri is driven by determination for success, and each day makes for new opportunities abound. However, while planning the wedding of one of Chicago's hottest couples, Bri's focus is shifted when the strum of a nocturnal voice captures her attention. Being an empath has empowered her sense of compassion for others, so she's not only drawn to him because of his broken heart but also from a fierce attraction that sparks her interest and tap dances on a groove on her heart. Getting involved with someone who's not open to love may prove to be the most difficult road Bri has ever journeyed, but she's unable to stop herself from falling into an irresistible tango of love. World-renowned photographer Raphael Valentine hasn't been in the public eye since the tragic death of his fiance four years prior. To date, his time is spent helping his charity of choiceeducating the community about the dangers of driving while intoxicated. For him, love is a thing of the past until meeting Bri St. James at his brother's rehearsal dinner made Raphael question what he'd always believed to be true. There was no explanation for the riot of pulsing sensations that ripped through his core when his eyes met hers. The unquenchable heat that followed stirred his soul, sending his heart on a quest he himself hadn't agreed to venture on. As a friendship between the two flourishes, and they're cloaked in a dynamic surge of desire, Raphael is met with the ultimate challenge: surrender to a second chance at love or abandon his happily ever after for a lifetime.",https://www.amazon.com/Your-Permission-Heart-Valentine-Book-ebook/dp/B07MWH6HFJ/ref=sr_1_1?dchild=1&keywords=With+Your+Permission&qid=1615771039&s=books&sr=1-1,0.863833487033844,9.0
13,13,Just One More Time,0.0,0.0,0.18967275321483612,0.0,0.0,0.02718035876750946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16621865332126617,0.013061507605016232,0.0,0.0,0.07666908949613571,0.0,0.0,0.3907516598701477,0.0,0.0,0.0,0.0,0.0,0.0,0.11595824360847473,0.0,Rilzy Adams,https://m.media-amazon.com/images/I/81LJTT96JxL._AC_UY218_.jpg,2018.0,"When Orlando Johnson walked out on Katrina Bolton nearly a decade ago, he swore to anyone who would listen that he would never regret it. Now fate has tossed them back together in the form of a little boy who needs their love and protection and Orlando realizes leaving Kat was the worst mistake of his life. Orlando is determined to get her back, but can he convince her to let them try their hand at love just one more time?",https://www.amazon.com/Just-More-Time-Falling-Johnson-ebook/dp/B07K2RJF6G/ref=sr_1_1?dchild=1&keywords=Just+One+More+Time+rilzy+adams&qid=1615771123&s=books&sr=1-1,0.3907516598701477,21.0
14,14,Let Me Hold You,0.0,0.0,0.015167300589382648,0.0,0.0,0.027990134432911873,0.528967022895813,0.0,0.0,0.0,0.011797538958489895,0.0,0.0,0.0,0.26895710825920105,0.0,0.0,0.0,0.0,0.0,0.0,0.1196952536702156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013968458399176598,Alexandria House,https://m.media-amazon.com/images/I/91CMQ167npL._AC_UY218_.jpg,2018.0,"NBA player, Leland McClain, the baby of the McClain family, is tall, handsome, talented...and spoiled. He's a man who gets what he wants, and what he wants is the lovely Kimberly Hampton. Kim Hampton is the director of a community center, a woman who lives to help others while trying to forget a troubling past. As far as she's concerned, a relationship with any man is a horrible idea. But a relationship with Leland McClain? That's just out of the question. He has to have her. She is undeniably attracted to him. But will she lower her guard and let him hold her?",https://www.amazon.com/Let-Hold-McClain-Brothers-Book-ebook/dp/B07DNP5XSW/ref=sr_1_2?dchild=1&keywords=Let+Me+Hold+You&qid=1615771175&s=books&sr=1-2,0.528967022895813,6.0
15,15,A Marriage Worth Saving,0.0,0.0,0.22103363275527954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06400249153375626,0.0,0.19891837239265442,0.0,0.0,0.0,0.015417221933603287,0.3106127381324768,0.0,0.0,0.0,0.012875659391283989,0.0,0.0,0.16171541810035706,0.0,Therese Beharrie,https://m.media-amazon.com/images/I/81stHGenlFL._AC_UY218_.jpg,2017.0,"Never too late... Once, Mila Thomas had love, marriage and the promise of the family she'd always longed for, until tragedy struck. Now, with the ink still drying on her divorce papers, no matter how painful it is, it's time to move on... To begin again? Leaving Mila was the hardest thing Jordan's ever had to do. However, when fate brings them back together, he's reminded of what drew him to his beautiful wife in the first place, and he wonders if it's ever too late to try again?",https://www.amazon.com/Marriage-Worth-Saving-Harlequin-Romance-ebook/dp/B01MTMU9DJ/ref=sr_1_1?dchild=1&keywords=A+Marriage+Worth+Saving+Therese+Beharrie&qid=1615771312&s=books&sr=1-1,0.3106127381324768,21.0
16,16,The Rebel King,0.0,0.0,0.0,0.03768543154001236,0.0,0.0,0.0,0.0,0.0,0.0,0.9007477164268494,0.0,0.0,0.0,0.010489361360669136,0.0,0.0,0.0,0.0,0.0,0.0,0.0382268913090229,0.0,0.0,0.0,0.0,0.0,0.0,0.01071059238165617,0.0,Kennedy Ryan,https://m.media-amazon.com/images/I/91F9hu31JML._AC_UY218_.jpg,2019.0,"Ambition. Revenge. Love. Raised to resist. Bred to fight. Survival is in my blood and surrender is never an option. Though surrender is what Maxim Cade demanded of my body and heart, I had other plans. We were fast-burning fascination and combustible chemistry, but the man I trusted with everything was a trickster. A thief who stole my love. If what we had was a lie, why did it feel so real? The man I swore to hate will have it all, and wants me at his side. But power is a game, and we're the pawns and players. Facing insurmountable odds, will we win the world, or will we lose it all?",https://www.amazon.com/Rebel-King-Kings-Duet-Book-ebook/dp/B07Z7BRNT7/ref=sr_1_3?dchild=1&keywords=The+Rebel+King+Kennedy+Ryan&qid=1615771361&s=books&sr=1-3,0.9007477164268494,10.0
17,17,Tempted by The Billionaire Next Door,0.0,0.0,0.1656385213136673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09512262046337128,0.0,0.19462186098098755,0.0,0.014201845973730087,0.0,0.0,0.2771717607975006,0.0,0.0,0.0,0.0,0.0,0.0,0.19392956793308258,0.04527130350470543,Therese Beharrie,https://m.media-amazon.com/images/I/81q5n7uyjiL._AC_UY218_.jpg,2018.0,"He's the one man who's off-limits... But could he be her Mr. Right? When Jessica Steyn learns her delicious new neighbor is actually her best friend's brother, billionaire bad boy Dylan Nel, she's torn. After all, she's just become his sister's surrogate! Acting on their attraction would complicate things, but they're soon growing closer. Overcoming Dylan's troubled family historyand Jessica's pregnancyseems impossible, but could the answer to their heartaches be just next door?",https://www.amazon.com/Tempted-Billionaire-Next-Harlequin-Romance-ebook/dp/B0776WXDPT/ref=sr_1_1?dchild=1&keywords=Tempted+by+The+Billionaire+Next+Door+Therese+Beharrie&qid=1615771454&s=books&sr=1-1,0.2771717607975006,21.0
18,18,King's Promise,0.0,0.0,0.01972590945661068,0.0,0.0,0.04790220409631729,0.09006574004888535,0.0,0.0,0.033215802162885666,0.03786773234605789,0.0,0.0,0.0,0.04095078259706497,0.0,0.0,0.0,0.3637692332267761,0.035693008452653885,0.0,0.30796125531196594,0.0,0.0,0.0,0.020401393994688988,0.0,0.0,0.0,0.0,Adrianne Byrd,https://m.media-amazon.com/images/I/513jNJ9q8EL._AC_UY218_.jpg,2011.0,"The sexy King brothers own a successful bachelor-party-planning business and a string of upscale clubs across the country. What could be better than living the single life in some of the world's most glamorous cities? Finding a woman worth giving it up for... A promise of ecstasy... Bartender Cheryl Shepherd has just done the unthinkableshe has shot down Xavier King. Repeatedly. Now the handsome club owner is on a mission to seduce her. And when he finally succeeds, he's blown away by their wild chemistry. For a notorious player, a sexy, confident woman like Cheryl is a risky proposition. Xavier has no idea how right he is. An undercover cop, Cheryl is really investigating alleged criminal activity in his club. Yet every time she's alone with her boss, Cheryl starts to lose her head along with all her inhibitions. But when the case grows dangerous, can Xavier be trusted with her heart...and her life?",https://www.amazon.com/Kings-Promise-House-Adrianne-Byrd-ebook/dp/B004Z2I54C/ref=sr_1_2?dchild=1&keywords=King%27s+Promise+Adrianne+Byrd&qid=1615771502&s=books&sr=1-2,0.3637692332267761,18.0
19,19,Taming of Jessi Rose,0.0,0.0,0.0,0.9956625699996948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverly Jenkins,https://m.media-amazon.com/images/I/51YimlL9B0L._AC_UY218_.jpg,1999.0,"No Man Could Tame Her

Jessi Rose Clayton would do anything to keep the family ranch from falling into the wrong hands-even agree to take on a rough-and-tumble outlaw as her protector. With his rugged, handsome face and muscular bronze body, Griffin Blake can draw a sigh from a lady's lips almost as fast as his strong, sculpted arm can draw a gun from its holster. But Jessi Rose has no intentions of falling for his charms. No, her relationship with him is strictly business.

Until He Came Along

Robbing the railroad is Griffin Blake's game, but he has no choice. Either he agrees to help Jessi Rose or he gets sent back to jail-so he arrives at the ranch ready to help the ornery female protect her land. But underneath Jessi's all-business exterior is a femininity she's kept hidden for far too long-making Griffin think it might be time to tame this wild Texas rose.",https://www.amazon.com/Stepping-New-Day-Blessings-Novel-ebook/dp/B015MOJ95A/ref=sr_1_1?dchild=1&keywords=Stepping+to+a+New+Day&qid=1615769874&s=books&sr=1-1,0.9956625699996948,3.0
20,20,Measure of a Man,0.0,0.0,0.0,0.01688378117978573,0.0,0.10973737388849258,0.0,0.0,0.0,0.018189938738942146,0.0,0.0,0.0,0.0,0.055399779230356216,0.0,0.0,0.0,0.46737590432167053,0.0,0.0,0.2997893691062927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Adrianne Byrd,https://m.media-amazon.com/images/I/81S7+4kGODL._AC_UY218_.jpg,2012.0,"Peyton's baby brother, Francis Adamsnicknamed Flexmeans the world to her. And when he decides to move from California to Atlanta after a bad breakup with his lover, the entire family is upset. The only consolation is the news that Flex has found a new man in fellow firefighter Lincoln Carver. Flex hasn't been entirely truthfulLincoln, who is straight, doesn't know the new firefighter is gay. And when fate brings Peyton and Lincoln together under unusual circumstances, sparks begin to fly. But when Lincoln is invited to a family wedding, will his relationship with Peyton be undermined once the truth is revealed?",https://www.amazon.com/Measure-Adams-Sisters-Adrianne-Byrd/dp/0373534841/ref=sr_1_1?dchild=1&keywords=Measure+of+a+Man+Adrianne+Byrd&qid=1615771619&s=books&sr=1-1,0.46737590432167053,18.0
21,21,Hook Shot,0.0,0.0,0.0,0.0,0.0,0.01377465296536684,0.0,0.0,0.0,0.0,0.8954887390136719,0.0,0.0,0.0,0.04508419707417488,0.0,0.0,0.0,0.0,0.0,0.0,0.027519848197698593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kennedy Ryan,https://m.media-amazon.com/images/I/8172JvP4lJL._AC_UY218_.jpg,2019.0,"A deeply emotional standalone romance set in the worlds of professional basketball and high fashion.

Divorced. Single dad. Traded to a losing squad.
Cheated on, betrayed, exposed.
My perfect life blew up in my face and I'm still picking up the pieces.
The last thing I need is her.
A wildflower. A storm. A woman I can't resist.
Lotus DuPree is a kick to my gut and a wrench in my plans
from the moment our eyes meet.
I promised myself I wouldn't trust a woman again,
but I've never wanted anyone the way I want Lo.
She's not the plan I made, but she's the risk I have to take.

A warrior. A baller. The one they call Gladiator.
Kenan Ross charged into my life smelling all good, looking even better and snatching my breath from the moment we met.
The last thing I need is him.
I'm working on me. Facing my pain and conquering my demons.
I've seen what trusting a man gets you.
I. Don't. Have. Time. For. This.
But he just keeps coming for me.
Keeps knocking down my defenses and stealing my excuses
one by one.
He never gives up, and now...I'm not sure I want him to.",https://www.amazon.com/HOOK-SHOT-HOOPS-Book-3-ebook/dp/B07Q3ZD34K/ref=sr_1_1?dchild=1&keywords=Kennedy+Ryan+Hook+Shot&qid=1616005109&s=digital-text&sr=1-1,0.8954887390136719,10.0
22,22,Queen Move,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7811250686645508,0.0,0.0,0.0,0.12082096934318542,0.0,0.0,0.0,0.0,0.0,0.0,0.06381727010011673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015262123197317123,Kennedy Ryan,https://m.media-amazon.com/images/I/81wS9UWE+2L._AC_UY218_.jpg,2020.0,"The boy who always felt like mine is now the man I can't have...
 
 Dig a little and you'll find photos of me in the bathtub with Ezra Stern.
 Get your mind out of the gutter. We were six months old.
 Pry and one of us might confess we saved our first kiss for each other. The most clumsy, wet, sloppy . . . spectacular thirty seconds of my adolescence.
 Get into our business and you'll see two families, closer than blood, torn apart in an instant.
 Twenty years later, my ""awkward duckling"" best friend from childhood, the boy no one noticed, is a man no one can ignore.
 Finer. Fiercer. Smarter.
 Taken.
 Tell me it's wrong.
 Tell me the boy who always felt like mine is now the man I can't have.
 When we find each other again, everything stands in our way--secrets, lies, promises.
 But we didn't come this far to give up now.
 And I know just the move to make if I want to make him mine.",https://www.amazon.com/Queen-Move-All-Kings-Book-ebook/dp/B086R7S4GX/ref=sr_1_1?dchild=1&keywords=Queen+Move+Kennedy+Ryan&qid=1615771747&s=books&sr=1-1,0.7811250686645508,10.0
