i2,index,Book,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,Author,max_val,max_col,Image,Year,Description,Buy
96,96,A Duke by Default,0,0.020381877,0,0,0.285238802,0,0.010769485,0,0,0.034334324,0,0,0,0,0,0,0.021566164,0,0,0,0,0,0,0.614506304,0,Alyssa Cole,0.614506304,23,https://m.media-amazon.com/images/I/51va5KTGY7L._SY346_.jpg,2013,"New York City socialite and perpetual hot mess Portia Hobbs is tired of disappointing her family, friends, and--most importantly--herself. An apprenticeship with a struggling swordmaker in Scotland is a chance to use her expertise and discover what she's capable of. Turns out she excels at aggravating her gruff silver fox boss... when she's not having inappropriate fantasies about his sexy Scottish burr.

Tavish McKenzie doesn't need a rich, spoiled American telling him how to run his armory...even if she is infuriatingly good at it. Tav tries to rebuff his apprentice--and his attraction to her--but when Portia accidentally discovers that he's the secret son of a duke, rough-around-the-edges Tav becomes her newest makeover project.

Forging metal into weapons and armor is one thing, but when desire burns out of control and the media spotlight gets too hot to bear, can a commoner turned duke and his posh apprentice find lasting love?",
97,97,The Throwaway Year,0,0,0,0,0.227393419,0,0,0,0,0,0,0,0,0.02815171,0,0,0,0,0,0,0.69800657,0,0.034249771,0,0,Pepper Pace,0.69800657,20,https://m.media-amazon.com/images/I/51o0JnII9zL._SY346_.jpg,2013,"Hayden Michaels had given six years of her life to MyKell before he informed her that things hadn't been right for a while. He had met someone else. And that's when she opened her eyes and saw the mess that she was; financially, emotionally and physically. Never able to maintain the discipline to carry through with any weight loss goal, Hayden makes a bold decision. She will throwaway an entire year of her life; moving towards her goals with no thought of pleasure or pain.

As she recreates herself Hayden meets situations and people that help her to realize her worth, namely a man who has been written off by society. But the question becomes whether Hayden can accept the faults of someone else without allowing herself to go backwards?",https://www.amazon.com/Throwaway-Year-Pepper-Pace-ebook/dp/B00FIUDIRO/ref=sr_1_1?dchild=1&keywords=The+Throwaway+Year+Pepper+Pace&qid=1615778338&s=digital-text&sr=1-1
98,98,Mr. Right Next Door,0,0,0,0,0.286721975,0,0.18034023,0,0,0.034265954,0.117724195,0,0,0.125408962,0,0,0.030991549,0,0,0,0,0,0.203042343,0.021328416,0,Farrah Rochon,0.286721975,4,https://m.media-amazon.com/images/I/51P55m+yifL.jpg,2016,"When Leah Cross's fianc decides he no longer wants to get married, the hardworking finance analyst is determined to attend the couple's retreat at Camp Firefly Falls anyway. But after being dumped, the humiliation of showing up alone is too much for Leah to bear. She needs a stand-in ASAP. At the top of her list: her hot next-door neighbor, Caleb Scott.

For the past four months undercover detective Caleb Scott has been on self-imposed desk duty following an on-the-job incident that shattered his confidence. A weekend fishing trip with his buddies was supposed to be the perfect opportunity for Caleb to clear his mind and make some hard decisions about his future, but after they all bail on him, he's stuck trying to figure out what to do with his time off. That is, until the neighbor he's been secretly lusting after for a year invites him to join her at a summer camp for adults.

Can this platonic weekend in the mountains blossom into something more? It will if Caleb has anything to say about it.",https://www.amazon.com/Right-Next-Door-Firefly-Falls-ebook/dp/B01K5H2NG6/ref=sr_1_3?dchild=1&keywords=Mr+Right+Next+Door+Farrah+Rochon&qid=1615778524&s=digital-text&sr=1-3
99,99,Wanna Bet?,0,0,0,0,0.101214312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369009256,0.526102006,0,Talia Hibbert,0.526102006,23,https://m.media-amazon.com/images/I/51SaHlOAZnL.jpg,2018,"His best friend is his only vice.

For seven years, Jasmine Allen's closest friend has been the strong, sexy and deliciously stern Rahul Khan. He's gorgeous, noble, and 100% off-limitsbecause party animal Jasmine doesn't do relationships. She can't. Not when everything she touches turns to dust.
Rahul's a man of principle, which is how he's survived being in love with Jas for so long. The rebellious beauty is his only sinful desire, and he crushes his urges with an iron fist--until disaster drives Jas into his spare bedroom for a month. The woman he wants above all others has never been so close...

When Rahul realises that Jasmine might just want him too, all bets are off. She may be reckless and reluctant to love, but she's also his. And in this game of lust, Rahul's playing to win.

Wanna Bet? is a steamy, standalone, BWAM romance. Warning: this book is 75,000 words of extreme pleasure, with NO cliffhangers, NO cheating, and a guaranteed HEA. Please be aware: this story contains themes of parental neglect and abandonment, parental death, and alcohol dependence that could trigger certain audiences.",https://www.amazon.com/Wanna-Bet-Interracial-Romance-British-ebook/dp/B07C5LMBJ6/ref=sr_1_1?dchild=1&keywords=Wanna+Bet+Talia+Hibbert&qid=1615778590&s=digital-text&sr=1-1
100,100,I Think I Might Need You,0,0,0,0,0.702337623,0,0,0,0,0,0,0,0,0,0,0,0,0.0821115,0,0,0,0.188336313,0.026992718,0,0,Christina C. Jones,0.702337623,4,https://m.media-amazon.com/images/I/51KgPZuX0vL.jpg,2019,"Joia Love is all about... well, Joia. Her primary interests right now are how creative she can get with her video camera, how much weight she can bench press, and her social media brand.

A man doesn't even factor into her top five.

Especially not Theodore Graham, the ex-boyfriend committed to becoming her next boyfriend. Teddy's charm and funny demeanor aren't limited to his videos, and he's fully prepared to pull out all the stops to rekindle their college romance.

In the midst of a shocking revelation, Joia is just trying to process it all, while Teddy is trying to secure his place at her side.

She may not want a replay with Teddy, but as it turns out... she might need him after all.",https://www.amazon.com/Think-Might-Need-Love-Sisters-ebook/dp/B07SLGYW95/ref=sr_1_1?dchild=1&keywords=I+Think+I+Might+Need+You+Christina+C+Jones&qid=1615778693&s=digital-text&sr=1-1
101,101,Secret vows,0,0,0,0,0,0,0.958446205,0,0,0,0,0,0,0.010736839,0,0,0,0,0,0.010251927,0,0,0,0,0,Rochelle Alers,0.958446205,6,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
102,102,Twice the temptation ,0,0,0,0,0,0,0.970372319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rochelle Alers,0.970372319,6,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
103,103,"Once Ghosted, Twice Shy",0,0,0,0,0.308107704,0,0.059703704,0,0.016082242,0.030062355,0,0,0,0.053159785,0,0,0.100131184,0,0,0,0,0,0.045587718,0.376838356,0,Alyssa Cole,0.376838356,23,https://m.media-amazon.com/images/I/51B3DWwhXTL._SY346_.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
104,104,So sweet,0,0,0,0,0.643988669,0,0,0,0,0,0,0,0,0.058366209,0,0,0,0.089092687,0,0,0,0.041969206,0.151096448,0,0,Rebekah Weatherspoon,0.643988669,4,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
105,105,Coming after school,0,0,0,0,0,0.029710207,0,0,0,0,0,0,0,0.149078414,0,0,0,0,0,0,0,0.674062073,0.14626126,0,0,Keisha Ervin ,0.674062073,21,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
106,106,Stranger in my arms,0,0,0,0,0,0,0.934068322,0,0,0,0,0,0,0,0,0,0.036654137,0,0,0,0,0,0.012900751,0,0,Rochelle Alers,0.934068322,6,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
107,107,I think I might want you ,0,0,0,0,0.525404155,0,0.012028254,0,0,0,0.037904311,0,0,0.012316212,0,0,0,0.06853199,0,0,0,0.086362205,0.248896703,0,0,Christina C. Jones,0.525404155,4,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
108,108,Wrapped up in you,0,0,0,0,0.176394105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050532933,0.028740797,0.744118869,0,Talia Hibbert,0.744118869,23,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
109,109,Release me,0.042047653,0,0,0,0.179856658,0.018396471,0.078139387,0,0,0.153420687,0.011705113,0.016415173,0,0.32182762,0,0,0.044284452,0.027353952,0,0,0,0,0.082325578,0.021970106,0,Farrah Rochon,0.32182762,13,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
110,110,They say love is blind,0,0,0,0,0.113720432,0,0.151265368,0,0,0,0,0,0.101446919,0.074967705,0,0,0,0,0,0,0.404583037,0,0.15111278,0,0,Pepper Pace,0.404583037,20,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
111,111,Keeping secrets,0,0,0,0,0,0,0.152732402,0,0.017573057,0,0.080114566,0,0,0.141419128,0,0,0.045710456,0,0,0,0,0,0.266473055,0.29261291,0,Kiru Taye,0.29261291,23,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
112,112,A valentine challenge,0,0,0,0,0,0,0.080920033,0,0,0,0.050122414,0,0,0.124060892,0,0,0.067144789,0,0,0,0,0,0.321790397,0.352318048,0,Kiru Taye,0.352318048,23,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
113,113,A Princess in Theory,0,0,0,0,0.28544271,0,0.094983846,0,0,0.014547179,0,0,0,0.025904238,0,0,0.170307264,0,0,0,0,0,0.036596797,0.366321802,0,Alyssa Cole,0.366321802,23,https://m.media-amazon.com/images/I/51FlpZ8fm5L._SY346_.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
114,114,Bound to passion,0,0,0,0,0,0,0.148957014,0,0,0.037393186,0.104425922,0,0,0.026508955,0,0,0.092012756,0,0,0,0,0,0.284020215,0.30650717,0,Kiru Taye,0.30650717,23,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
115,115,Wheels of steel 4,0,0,0,0,0.012273519,0,0,0,0,0.101553097,0,0,0,0,0,0,0,0,0,0,0.8671965,0,0.010309974,0,0,Pepper Pace,0.8671965,20,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
116,116,A virtuous ruby,0,0,0,0,0,0,0,0,0.168312237,0,0,0,0,0.046385117,0,0,0.623484313,0,0,0,0.01259499,0,0.059317764,0.074959069,0,Piper Huguley,0.623484313,16,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
117,117,Reckless,0,0,0,0.568837941,0.034917593,0,0.040449608,0,0,0.019619102,0.022284562,0,0,0.084310517,0,0,0.089480691,0,0,0.014783486,0,0,0.034950178,0.072353192,0,Selena Montgomery ,0.568837941,3,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
118,118,Trust me,0,0,0,0,0.267511249,0,0.019836953,0,0,0.124322765,0.303060889,0,0,0.133386001,0,0,0,0,0,0.056054953,0,0,0.08289557,0,0,Farrah Rochon,0.303060889,10,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
119,119,"Get a life, Chloe Brown",0,0,0,0,0.226530194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21007961,0.545270801,0,Talia Hibbert,0.545270801,23,https://m.media-amazon.com/images/I/71St3wEtpWL._AC_UY218_.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
120,120,Here I am ,0,0,0,0,0.034088969,0,0.873114288,0,0,0,0,0,0.020492118,0.065146863,0,0,0,0,0,0,0,0,0,0,0,Rochelle Alers,0.873114288,6,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
121,121,Labels and love,0,0,0,0,0.0389603,0,0,0,0,0,0,0,0,0.153318658,0,0,0,0,0,0,0,0.806177676,0,0,0,Keisha Ervin ,0.806177676,21,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
122,122,The proposal,0,0,0,0,0.921769679,0,0,0,0,0,0,0,0,0.0760452,0,0,0,0,0,0,0,0,0,0,0,Jasmine Guillory ,0.921769679,4,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
123,123,The wedding date,0,0,0,0,0.788814306,0,0.015560881,0,0,0.010603631,0,0,0,0.178174794,0,0,0,0,0,0,0,0,0,0,0,Jasmine Guillory ,0.788814306,4,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
124,124,Hold U doown ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997272074,0,0,0,Keisha Ervin ,0.997272074,21,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
125,125,Capital wives,0,0,0,0,0.035918549,0,0.929912329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rochelle Alers,0.929912329,6,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
126,126,A girl like her,0,0,0,0,0.107508697,0,0,0,0,0,0,0,0,0,0,0,0.032821007,0,0,0,0,0,0.269426078,0.576105177,0,Talia Hibbert,0.576105177,23,https://m.media-amazon.com/images/I/512zr2PNGKL.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
127,127,The Boyfriend Project,0,0,0,0,0.551678181,0,0.12469589,0,0,0.093588114,0.062289819,0,0,0.043437507,0,0,0,0,0,0,0,0,0.107214883,0,0,Farrah Rochon,0.551678181,4,https://m.media-amazon.com/images/I/81eASZtWk6L._AC_UY218_.jpg,2020,"A smart and delightful romantic comedy featuring fabulous female friendships and ""a great love story."" --Jasmine Guillory, bestselling author of Party of Two Samiah Brooks never thought she would be ""that"" girl. But a live tweet of a horrific date just revealed the painful truth: she's been catfished by a three-timing jerk of a boyfriend. Suddenly Samiah -- along with his two other ""girlfriends,"" London and Taylor -- have gone viral online. Now the three new besties are making a pact to spend the next six months investing in themselves. No men and no dating. For once Samiah is putting herself first, and that includes finally developing the app she's always dreamed of creating. Which is the exact moment she meets the deliciously sexy Daniel Collins at work. What are the chances? But is Daniel really boyfriend material or is he maybe just a little too good to be true?",
128,128,Hidden sins,0,0,0,0.487217724,0,0,0,0,0.024009397,0,0,0,0,0.073230408,0,0,0.162267968,0,0,0,0,0,0.087483548,0.087777913,0.054925162,Selena Montgomery ,0.487217724,3,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
129,129,A treasure of gold,0,0,0,0,0.078029923,0,0.025869874,0,0.234985337,0.030003291,0,0,0,0.076394528,0,0,0.426336527,0,0,0,0.057870444,0,0.011551395,0.054620106,0,Piper Huguley,0.426336527,16,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
130,130,Wheels of steel 3,0,0,0,0,0.018040547,0,0.027154446,0,0,0,0,0,0.296091884,0.02833445,0,0,0,0.046039499,0,0,0.272330642,0,0.304216743,0,0,Pepper Pace,0.304216743,22,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
131,131,An Extraordinary Union,0,0,0,0,0,0,0,0,0.106958725,0,0,0,0,0,0,0,0.517139733,0,0,0,0,0,0.110110655,0.244747922,0,Alyssa Cole,0.517139733,16,https://m.media-amazon.com/images/I/51vVfDt5FpL._SY346_.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
132,132,Bound to fate,0,0,0,0,0.013093559,0,0.125312969,0,0,0.060920611,0.102047928,0.015214706,0,0.079555966,0,0,0.028903725,0,0,0,0,0,0.338960081,0.223631263,0,Kiru Taye,0.338960081,22,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
133,133,Strategic seduction,0,0,0,0,0.144098669,0,0,0,0,0,0,0,0,0.848686993,0,0,0,0,0,0,0,0,0,0,0,Cheris Hodges,0.848686993,13,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
134,134,Another chance to love,0,0,0,0,0,0,0.012032551,0,0,0,0,0,0,0.878902018,0,0,0,0,0,0.074581012,0.010618607,0,0.022510776,0,0,Cheris Hodges,0.878902018,13,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
135,135,Engaged,0,0,0,0,0,0,0.106796287,0,0,0.016248755,0.087623857,0,0,0.110161282,0,0,0.05158807,0,0,0,0,0,0.323984563,0.302560478,0,Kiru Taye,0.323984563,22,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
136,136,Shes my baby,0,0,0,0,0.031306401,0,0.051817112,0,0,0,0,0,0,0.806641638,0,0,0,0,0,0,0,0,0.069179051,0.028904771,0,Adrianne Byrd,0.806641638,13,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
137,137,Mating the huntress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491295427,0.503613472,0,Talia Hibbert,0.503613472,23,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
138,138,Yours forever,0,0,0,0.034307621,0.174766034,0,0.093236141,0,0,0.193295494,0.208827436,0,0,0.099677227,0,0,0.084524021,0,0,0,0,0,0.091898158,0,0,Farrah Rochon,0.208827436,10,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
139,139,Delaneys desert sheikh,0,0,0,0,0,0,0,0,0,0,0.808086932,0,0,0.021219501,0,0,0.067244403,0,0,0,0,0,0,0.097169638,0,Brenda Jackson,0.808086932,10,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
140,140,Gunz and roses,0,0,0,0,0,0,0,0,0,0.035062462,0,0,0,0.080309041,0,0,0,0,0,0,0,0.875820696,0,0,0,Keisha Ervin ,0.875820696,21,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
141,141,Breakaway ,0,0,0,0,0,0,0.903795481,0,0,0,0.012058396,0,0,0,0,0,0.070186801,0,0,0,0,0,0,0,0,Rochelle Alers,0.903795481,6,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
142,142,Breakfast in bed,0,0,0,0,0,0,0.999220133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rochelle Alers,0.999220133,6,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
143,143,Heartless,0,0,0,0,0.026151769,0,0,0,0,0,0,0,0,0.089585572,0,0,0,0,0,0,0,0.818104088,0.061095066,0,0,Keisha Ervin ,0.818104088,21,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
144,144,Forget me not ,0,0,0,0,0.048842136,0,0.09694206,0,0,0,0.801993012,0,0,0.024141641,0,0,0,0,0,0,0,0,0,0.014491343,0,Brenda Jackson,0.801993012,10,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
145,145,Blitzed,0.279595643,0,0,0,0.717601359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alexa Martin,0.717601359,4,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
146,146,That kind of guy,0,0,0,0,0.128906891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25410229,0.614644825,0,Talia Hibbert,0.614644825,23,https://m.media-amazon.com/images/I/515bct8wWJL._SY346_.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day ,
