i2,index,Book,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,Author,max_val,max_col,Image,Year,Description,Buy
50,50,Carter's Flame,0,0,0,0,0.160840154,0.162053153,0.024361817,0,0,0,0.029911675,0.043771807,0,0.173361599,0,0,0.010021418,0.014047343,0,0.02002117,0,0.010702511,0.33575955,0,0,Tiffany Patterson ,0.33575955,22,https://m.media-amazon.com/images/I/91oU4lZeyfL._AC_UY218_.jpg,2018,"I was born into a world of wealth and privilege. My birthright was to be at the helm of one of the world's leading energy companies. But that wasn't my purpose in life. Sitting behind a desk of a fortune 500 isn't what gets me going. I'll leave that life to my brothers. No. It took me years to find my true purpose. Saving lives. Walking into the depths of hell to pull out survivors. It's what gets me out of my bed in the morning, and eventually, it's what led me to her.
On a day that, to her, must've seemed like the wrong place and wrong time, is where I met my destiny. Michelle Clarke. Our worlds collided and I knew instantly that she was mine. Everything in my life up until this point has been preparing me for her.
My childhood.
The eight years I spent in special forces.
And the last six years spent as a proud member of the Williamsport Fire Department's Rescue 4 squad.
All of it was preparation for her. And nothing, not her reluctance, not my brother, and not even her son's father will stand in the way of what belongs to me. My job is to rescue people and put out fires, but I will set anyone who stands in our way, ablaze. I will happily pour the gasoline and light the match and set all of this shit aflame, just to ensure she is where she belongs ... with me.",https://www.amazon.com/Carters-Flame-Rescue-Four-Novel-ebook/dp/B07BD3Z2X4/ref=sr_1_1?dchild=1&keywords=Carter%27s+Flame+Tiffany+Patterson&qid=1615775064&s=books&sr=1-1
51,51,Birthday Shot,0,0,0,0,0.260618299,0,0,0.010013659,0,0,0,0,0,0.171067894,0,0,0,0.012517776,0,0,0,0.01853949,0.443235964,0.083450407,0,Rilzy Adams,0.443235964,22,https://m.media-amazon.com/images/I/919VjGYfBfL._AC_UY218_.jpg,2020,"Shae Abbott has always had a soft spot for her older brother's best friend, Kofi. But that is old, old news. It was just a childhood crush. When Kofi returns to Antigua for her brother's engagement party, Shae realizes maybe her crush isn't such old news after all. But could Kofi be interested in the woman who used to follow him around with hearts in her eyes? Shae's thirtieth birthday is approaching and she wonders if maybe it is finally the time to shoot her shot. After all, everyone knows birthday sex doesn't count. Or does it?",https://www.amazon.com/Birthday-Shot-Rilzy-Adams-ebook/dp/B08GJ5GKGV/ref=sr_1_1?dchild=1&keywords=Birthday+Shot+Rilzy+Adams&qid=1615775286&s=books&sr=1-1
52,52,The Pleasure of His Company,0,0,0,0,0.066735253,0,0.062378176,0,0,0.067695953,0.021876575,0,0,0.20200254,0,0,0.023724439,0,0,0,0,0,0.089575559,0.461765856,0,Lindsay Evans,0.461765856,23,https://m.media-amazon.com/images/I/91bo+Vk7CwL._AC_UY218_.jpg,2017,"A taste of paradise

For two weeks each year, Kingsley Diallo puts aside his responsibilities as CEO of a multibillion-dollar company and heads to Aruba. It's his chance to surf, unwind and enjoy the anonymity of just blending into a crowd. Then one day he sees Adah Palmer-Mitchell on the edge of the beach and wants to make a meaningful connection with her. Instinct tells him she's keeping a secret, but the stunning island setting and Adah's sensual beauty are an irresistible combination...

Disillusioned by romance, Adah agreed to an engagement to bolster her parents' business interests. Suddenly that love-free arrangement is a sacrifice she's not sure she can make. Handsome, charismatic and confident, Kingsley awakens her dormant desires, tantalizing her with the possibility of a passionate future. As their dangerous game of attraction escalates, can she choose between family loyalty...and the call of her heart?",https://www.amazon.com/Pleasure-Company-Miami-Strong-Book-ebook/dp/B01LLPCDB6/ref=sr_1_1?dchild=1&keywords=The+Pleasure+of+His+Company+Lindsay+Evans&qid=1615775327&s=books&sr=1-1
53,53,His Princess by Christmas,0,0,0,0,0.088174932,0,0.070566699,0,0,0,0.042886715,0.019031839,0,0,0,0,0.039064441,0,0,0,0,0,0,0.733079612,0,Therese Beharrie,0.733079612,23,https://m.media-amazon.com/images/I/91mj7TCnDkL._AC_UY218_.jpg,2020,"When single mom...

...meets crown prince!

Amari Hayes just knew hiring the mysterious Kade would be nothing but trouble. But with Christmas approaching, she needs the help, and there was something about the tall, dark and handsome guy that called to her. Kade is running from something, a painful secret, and Amari knows that feeling all too well... After one incredible kiss, Kade's secret is about to be revealed! Is Amari prepared for the royal consequences?

From Harlequin Romance: Be swept away by glamorous and heartfelt love stories.",https://www.amazon.com/His-Princess-Christmas-Harlequin-Romance-ebook/dp/B086MZ4X94/ref=sr_1_1?dchild=1&keywords=His+Princess+by+Christmas+Therese+Beharrie&qid=1615775410&s=books&sr=1-1
54,54,The Bewildered Bride,0,0,0,0,0,0,0,0,0.974498093,0,0,0,0,0,0,0,0.025015222,0,0,0,0,0,0,0,0,Vanessa Riley ,0.974498093,8,https://m.media-amazon.com/images/I/91osJDZz36L._AC_UY218_.jpg,2019,"Ruth Croome, a Blackamoor heiress, was supposed to get married in a gorgeous wedding gown, made from her father's exquisite fabrics. Instead, they eloped to Gretna Green and upon returning, their carriage was beset by highwaymen and she witnessed the murder of her new husband. Now, four years later, with a child, she wants to move on with her life. A marriage of convenience will do. Ruth already had a love for the ages.

Adam Wilky is really the heir to the Wycliff barony--which he never told Ruth. Too much danger. So many secrets. When he was nearly beaten to death and sold into impressment, he thought Ruth had died, too. Ready for revenge, he finally returns and discovers Ruth alive--with a son who could only be his--and she is furious to discover he lied to her. Now it'll take more than remembered passion if he hopes to win his reluctant wife back...",https://www.amazon.com/Bewildered-Bride-Advertisements-Love-Book-ebook/dp/B07SQLPT9Q/ref=sr_1_1?dchild=1&keywords=The+Bewildered+Bride+Vanessa+Riley&qid=1615775462&s=books&sr=1-1
55,55,Tender to His Touch,0,0,0,0,0.039315768,0,0.021807762,0,0,0.016788326,0,0,0,0.728466988,0,0,0,0,0,0,0,0.013447626,0.137832403,0.027459526,0,Adrianne Byrd,0.728466988,13,https://m.media-amazon.com/images/I/514tDKTgDFL._AC_UY218_.jpg,2009,"Hollington Homecoming Queen Beverly Turner is pulling out all the stops for her ten-year reunion. The trendy designer's first order of business is to let loose and have some fun. And her wish just might come true when she meets Lucius Gray. The hunky, high-powered Atlanta attorney is looking for the same thing she is: a sexy fling with no strings.

Lucius needs a time-out from his workaholic life, and the chic, sensual designer more than fits the bill. Like Beverly, the single father has been burned by love. But Beverly is arousing feelings that are making him long to turn their sizzling affair into a lifetime of passion. If she'll let him, he'll give her the happy ending she deserves and prove to this unforgettable woman that there is life--and love--after college...",https://www.amazon.com/Tender-Touch-Hollington-Homecoming-Book-ebook/dp/B002WEPEMQ/ref=sr_1_1?dchild=1&keywords=Tender+to+His+Touch+Adrianne+Byrd&qid=1615775521&s=books&sr=1-1
56,56,Sinful Chocolate,0,0,0,0,0.097981222,0,0.016293615,0,0,0,0,0,0,0.765413284,0,0,0.021599986,0,0,0,0,0.012790558,0.068140872,0.010373622,0,Adrianne Byrd,0.765413284,13,https://m.media-amazon.com/images/I/21hIkfbeIBL._AC_UY218_.jpg,2008,"Charlie Masters, playa extraordinaire, has no plans to change his heartbreaker ways. Then some bad news from his doctor gives him pause for regret... and six months to make things right with all the women he's wronged.

Most don't believe him; a few are cooking up revenge; and one has a knockout sister offering him a taste of heaven.

Gisella Jacobs is busy launching her new shop, Sinful Chocolate, when delectable Charlie knocks at her door. Her friends warn that he's trouble, but his kiss is richer than her finest Belgian cocoa, his touch as velvety smooth as her lightest truffle. And when something so wrong feels so right... how can a woman resist?",https://www.amazon.com/Sinful-Chocolate-Kappa-Psi-Book-ebook/dp/B001OERNJC/ref=sr_1_1?dchild=1&keywords=Sinful+Chocolate+Adrianne+Byrd&qid=1615775578&s=books&sr=1-1
57,57,Destiny's Surrender,0,0,0,0,0,0,0,0,0.013798156,0,0,0,0,0.010630587,0,0,0.94681263,0,0,0,0,0,0.014301196,0,0,Beverly Jenkins,0.94681263,16,https://m.media-amazon.com/images/I/91x6MzS3evL._AC_UY218_.jpg,2013,"The child he didn't know he had...

Andrew Yates has come to a decision: it's time to stop sowing those oats and start a family. But searching for a bride isn't as simple as he'd hoped, and many of the respectable women of his acquaintance feel... lacking. Then beautiful, feisty Wilhelmina ""Billie"" Wells arrives at the family ranch with a toddler in her arms, claiming Drew is the father!

The woman he didn't know he loved...

Billie had no choice but to show up at Destiny in search of Drew. For the sake of their child, she's willing to leave him with his father so the boy can have a better life, but then, before she can blink, she's saying ""I do"" in front of a preacher in a marriage of convenience. All Billie and Drew have in common is the heat that brought them together, but can their sizzling passion lead to an everlasting love?",https://www.amazon.com/Destinys-Surrender-Beverly-Jenkins-ebook/dp/B00BATKS4S/ref=sr_1_1?dchild=1&keywords=Destiny%27s+Surrender+Beverly+Jenkins&qid=1615775680&s=books&sr=1-1
58,58,Blame It on the Billionaire,0,0,0,0,0,0,0.093276449,0,0,0,0.063303784,0,0,0.036214121,0,0,0.04097873,0,0,0,0,0,0.469269186,0.2788302,0,Naima Simone,0.469269186,22,https://m.media-amazon.com/images/I/81tYUQswJOL._AC_UY218_.jpg,2020,"One night in a blackout leads to a fake engagement between an assistant and her boss in this Blackout Billionaires novel by USA TODAY bestselling author Naima Simone.

Executive assistant Nadia Jordan has long had a secret crush on CEO Grayson Chandler, but the start-up billionaire doesn't even know she exists. When she falls into his arms at the Du Sable Gala, and the lights go out in a citywide blackout, one kiss leads to a night of soul-stealing passion. And what happens in the dark never stays in the dark...

Because Grayson sees his chance to evade his matchmaking mother by making a proposal Nadia can't refuseshe'll be his fake fiance! As she steps into Grayson's privileged Chicago world, will his mother and vengeful ex destroy her dreams? Or will her fake fianc make those dreams a reality?",https://www.amazon.com/Blame-Billionaire-Blackout-Billionaires-Book-ebook/dp/B07WRLSRS3/ref=sr_1_2?dchild=1&keywords=Blame+It+on+the+Billionaire+Naima+Simone&qid=1615775744&s=books&sr=1-2
59,59,Falling for His Convenient Queen,0,0,0,0,0,0,0.066491462,0,0,0.016286606,0.051752727,0.054992996,0,0.011969952,0,0,0,0,0,0,0,0,0,0.78711313,0,Therese Beharrie,0.78711313,23,https://m.media-amazon.com/images/I/81OWeUUKhpL._AC_UY218_.jpg,2018,"Conveniently Wed, Royally Bound...

...until the queen melted the king's heart

King Zacchaeus's plan to marry Princess Nalini was purely to secure the alliance between their kingdoms--but his bride has ulterior motives! Nalini has no intention of settling for anything less than love, and she'll enjoy every second of challenging the reluctant king to open his heart.",https://www.amazon.com/Falling-Convenient-Queen-Conveniently-Royally-ebook/dp/B073ZFDBL1/ref=sr_1_1?dchild=1&keywords=Falling+for+His+Convenient+Queen+Therese+Beharrie&qid=1615775817&s=books&sr=1-1
60,60,No Hiding for The Guilty,0,0,0,0,0,0,0,0,0.90081346,0,0,0,0,0,0,0,0.070920825,0,0,0,0,0,0,0.020394029,0,Vanessa Riley ,0.90081346,8,https://m.media-amazon.com/images/I/81NfHg07CeL._AC_UY218_.jpg,2017,"What if superheroes were mortals who lived and loved during the Regency? The Heart of a Hero Series tells all.

The military leaders of the fraught Almeida Siege are dying, but not fast enough for a chef with a grudge to bear and axes to sharpen. Using her position as cook to the famed inventor, Lord Hartland, Isadel Armijo learns that one of the butchers responsible for slaughtering her family will sup at Hartland Abbey at month's end. The chef is determined to serve the guilty man his last meal, one with a cake possessing a controlled detonation so she can watch him die. Only one person can teach her how to whip eggs with black powder, Wellington's hulking explosives expert, Hugh Bannerman. Can she persuade the recluse to return to society to help avenge her family with a dessert to-die-for?

With his soul in torture for the lives his actions have decimated, the hulking Hugh Bannerman is convinced his sins have manifested into leprosy. As the surviving member of his family, how can he take his place in society knowing his uncontrollable anger increases the spots discoloring his skin and puts others at risk? No, he'll remain in hiding until the Almeida Killer finds him or the incorrigible chef Isadel causes too much trouble, concocting a deadlier course, one part hope, a sprinkle of crazy, and a maddening sauce of desire.

Can two very different people find the recipe to right the wrongs of the past or forever remain prisoners to guilt?",https://www.amazon.com/Hiding-Guilty-Heart-Hero-Book-ebook/dp/B072F2XK6N/ref=sr_1_1?dchild=1&keywords=No+Hiding+for+The+Guilty+Vanessa+Riley&qid=1615775889&s=books&sr=1-1
61,61,Enough,0,0,0,0,0.012730703,0,0,0.262610167,0,0,0.011956224,0,0,0.563765526,0,0,0,0,0,0,0,0,0.108098827,0.025054952,0,Stephanie Nicole Norris,0.563765526,13,https://m.media-amazon.com/images/I/61fwyEtssWL._AC_UY218_.jpg,2017,"At the celebration of her best friend's wedding, Claudia Steven's is trying to sort out her tumultuous emotions, regarding the groom's best man and brother, Jaden Alexander Rose.

What started as a platonic relationship, has turned into a battle of wills whenever they find themselves together. Their heated exchanges have risen to the surface, and desire spills over on contact. However, Claudia fears she is not enough to be on the arm of a prestigious benefactor like Jaden. And Claudia is sure that's why he's friend-zoned her.

Multimillionaire investment banker, Jaden Alexander Rose is here today and gone tomorrow. Business is his priority, which is why he has kept the passion that grows for Claudia at arm's length. But the bachelor cannot seem to fight off the dynamic hold Claudia has on him, ever since meeting her six months ago at a charity event. Now at his brother's wedding, Jaden crosses that platonic line, and he has every intention of showing Claudia she's all he needs and more.

The Falling for a Rose series follows each member of the Rose family as they explore this thing called love. However, each book is just as enjoyable if read as a standalone as it is if read in the series order.",https://www.amazon.com/Enough-Falling-Rose-Book-2-ebook/dp/B073W26QZ7/ref=sr_1_1?dchild=1&keywords=Enough+Stephanie+Nicole+Norris&qid=1615775961&s=books&sr=1-1
62,62,Stay With Me,0,0,0,0,0.096943073,0,0,0,0,0,0,0,0,0.030782061,0,0,0,0.835296154,0,0,0,0.031116556,0,0,0,Alexandria House,0.835296154,17,https://m.media-amazon.com/images/I/81Cugx69xQL._AC_UY218_.jpg,2017,"Twice unlucky in love, natural hair vlogger, Angela Strickland, has settled into a life centered around avoiding men and relationships like the plague. Unwilling to risk another broken heart, she resigns herself to being a perpetually single woman.

Corporate man and self-professed womanizer, Ryan Boy, doesn't believe in relationships or love and thinks anyone who does is a fool. But there's just something about Angela Strickland he can't shake...

When these two cross paths, their attraction to one another is undeniable. Will they find that the love they've both evaded is exactly what they both need?",https://www.amazon.com/Stay-Me-Strickland-Sisters-Book-ebook/dp/B072FGX91V/ref=sr_1_1?dchild=1&keywords=Stay+With+Me+Alexandria+House&qid=1615776028&s=books&sr=1-1
63,63,Along for the Ride,0,0,0,0,0.491517484,0,0.061620392,0,0,0.082298875,0.039264992,0,0,0.100051217,0,0,0,0.010290545,0,0,0,0,0.122234099,0.064898416,0,Mimi Grace,0.491517484,4,https://m.media-amazon.com/images/I/81TyjvPOS+L._AC_UY218_.jpg,2019,"This road to love may have a few speed bumps...

Former hot mess Jolene Baxter is committed to doing better. It's why she offered to help her sister and brother-in-law move across the country. However, her goodwill is tested when last minute changesmainly her father ditching her for an all-expenses paid vacationforces her to make the journey with a man who is the human version of a pebble in her shoe.

Jason Akana operates on lists and bitter coffee, but none of those things will help him on a sixteen-hour trip with the most infuriating woman. Maybe they can get along and forget their heated confrontation five years ago at his best friend's wedding...when pigs fly.

But the addition of vehicle problems, an unplanned pit stop in a small town, and chemistry that inconveniently tags along, shifts their perspectives. And once the dust settles after their trip, a tentative friendship emerges. Will these two stubborn people successfully navigate the unexpected feelings that follow close behind? Or will they hit a roadblock before reaching happily ever after?",https://www.amazon.com/Along-Ride-Mimi-Grace-ebook/dp/B07RZPYRTW/ref=sr_1_1?dchild=1&keywords=Along+for+the+Ride+Mimi+Grace&qid=1615776096&s=books&sr=1-1
64,64,Burning Desire,0,0,0,0,0.028668327,0,0,0,0,0.020851711,0,0.790678084,0,0.140377209,0,0,0,0,0,0,0,0,0,0,0,Kayla Perrin ,0.790678084,11,https://m.media-amazon.com/images/I/81iRccqWT6L._AC_UY218_.jpg,2014,"Their passion's rising...

Ever since the tragedy that tore through his life, Mason Foley guards his heart, never letting any woman get too close. Yet the gorgeous, independent Sabrina Crawford is perfect for a sizzling fling, even if she does seem resistant to his charms. He'll just have to turn up the heat, igniting a longing the hard-to-get wedding photographer can't resist.

Once burned is enough for Sabrina to swear off a man's touch forever. But it's impossible to ignore the hunky San Diego firefighter who's making her temperature soar. And when Mason puts his life on the line to save hers, Sabrina knows she's found her ultimate hero. If she gives in, though, is she headed down the road to heartbreak once again? Or will she find a love to keep her soul ablaze forever?",https://www.amazon.com/dp/B00HAZ5DVO/ref=dp-kindle-redirect?_encoding=UTF8&btkr=1
65,65,This Tender Melody,0,0,0,0,0.063180394,0,0.079347715,0,0,0.533210337,0.010471742,0.027961811,0,0.138522148,0,0,0.061923925,0,0,0,0,0,0.040618248,0.04257869,0,Kianna Alexander,0.533210337,9,https://m.media-amazon.com/images/I/91oII73ILuL._AC_UY218_.jpg,2015,"Rivals--in perfect harmony...

The only thing standing between Eve Franklin and her dream is over six feet of pure, arrogant alpha male. Eve has spent years preparing to take the reins of her family's software business. Now that her father is stepping down, he's putting someone else in charge--a gorgeous tech magnate who's not content with just taking Eve's place in the boardroom. He plans to woo her into his bedroom, as well!

Software genius, talented musician and independently wealthy at thirty-six--Darius Winstead has always known how to get what he wants. And he wants Eve. But she is a challenge unlike any other. She's sophisticated, smart and not the least bit intimidated by his success. So Darius starts to reveal all aspects of his life and invites Eve to see the man behind the millionaire. Will it be enough to make Eve listen to her heart and trust her former enemy?",https://www.amazon.com/This-Tender-Melody-Gentlemen-Queen-ebook/dp/B00TE3TF7I/ref=sr_1_1?dchild=1&keywords=This+Tender+Melody+Kianna+Alexander&qid=1615776230&s=digital-text&sr=1-1
66,66,Tempo of Love,0,0,0,0,0.100359462,0,0.028819934,0,0,0.704229236,0.080490068,0,0,0,0,0,0,0,0,0,0,0,0.047352839,0.037126135,0,Kianna Alexander,0.704229236,9,https://m.media-amazon.com/images/I/910pF4xin4L._AC_UY218_.jpg,2017,"The beat of attraction

It's the opportunity of her career, a story that may save Nona Gregory's job at one of North Carolina's most respected papers and put the ambitious reporter on the map. All she has to do is get reserved architect Ken Yamada to open up about what inspires his unique art. But soon Nona finds herself beginning to fall for the part-time musician who plays the drums with a beat so dangerously in sync with her heart.

Fiercely protective of his scandalous past, Ken is surprised that Nona's in-depth profile starts to uncover the real man behind his legend. Nona shares a love of music and a passion so deep that Ken doesn't want to believe that she could betray his trust. The scoop of a lifetime would expose a family secret that might destroy his career while making Nona's. Is she willing to sacrifice their chance for a future in perfect harmony?",https://www.amazon.com/Tempo-Love-Gentlemen-Queen-City-ebook/dp/B01LLPI3VA/ref=sr_1_2?dchild=1&keywords=Tempo+of+Love+Kianna+Alexander&qid=1615776295&s=digital-text&sr=1-2
67,67,Something Borrowed,0,0,0,0,0.072304867,0,0.012748619,0,0,0,0,0,0.029106192,0.207424656,0,0,0.070880398,0.293479353,0,0,0.034577496,0,0.178313166,0.097243942,0,Lena Hart,0.293479353,17,https://m.media-amazon.com/images/I/81Sswt-yk9L._AC_UY218_.jpg,2017,"Resident bad boy Jackson Matoa is not very good at expressing his feelings. Especially when those feelings include an inexplicable desire toward his brother's widow. And if the blow from his young brother's death wasn't enough to break him, the guilt of his unwavering lust for his sister-in-law just might...

Despite her best efforts, Truth Richards can't seem to make sense of her feelings for her insufferable brother-in-law. She's certainly not willing to admit just how deep those feelings run. With one phone call, Truth finds herself returning to Cedar Bend and forcing her way back into Jackson's life.

Yet with the pain of their loss still fresh, can these two broken hearts borrow each other's strength to find happiness with each other? Or will their guilt and grief push them further apart?",https://www.amazon.com/Something-Borrowed-Brides-Cedar-Bend-ebook/dp/B078MXBTZR/ref=sr_1_1?dchild=1&keywords=Something+Borrowed+Lena+Hart&qid=1615776340&s=digital-text&sr=1-1
68,68,Tender Kisses,0,0,0,0,0.096632324,0,0.090257794,0,0,0.311138034,0.106251985,0,0,0.326517552,0,0,0,0.011879351,0,0,0,0,0.037570778,0,0,Sheryl Lister,0.326517552,13,https://m.media-amazon.com/images/I/810xD2E6HfL._AC_UY218_.jpg,2016,"What he'll do for love

Siobhan Gray has had it with men who view her as a stepping stone to a career with her family's successful home-safety company. Even when a sexy stranger sweeps her onto the dance floor at a gala awards event, the twice-burned PR director vows not to let down her guard. Siobhan doesn't count on Justin Cartwright's persistence as he dissolves her doubts and slowly wins her trust with a passion that tempts her to believe in love again.

Justin is a man with a plan: partner with Gray Home Safety to deliver his new cutting-edge product to the market. But the tall, sensual beauty is derailing all his best intentions. Then he discovers who she really is. Now he stands to lose everything... unless he can convince Siobhan that nothing matters more than their blossoming relationship--and the future they can build together.",https://www.amazon.com/Tender-Kisses-Grays-Angeles-Book-ebook/dp/B016HQ52SA/ref=sr_1_1?dchild=1&keywords=Tender+Kisses+Sheryl+Lister&qid=1615776386&s=digital-text&sr=1-1
69,69,Made to Love,0,0,0,0,0.075647973,0,0,0,0,0.034148533,0,0,0,0.066622779,0,0,0.017316943,0.701076925,0,0,0,0.056924377,0.035675243,0,0,Alexandria House,0.701076925,17,https://m.media-amazon.com/images/I/A1nBsFNC4RL._AC_UY218_.jpg,2017,"A year after a messy break-up with her stripper ex-boyfriend, seamstress, Trevia McCall, is still feeling the after-effects of his betrayal... and their mind-numbing sex life. She's done with him, but her subconscious mind and body haven't gotten the memo.

Spoken word artist, Nyles Adams, is the kind of man Trevia loves to love--handsome, talented, and cocky as hell. But as far as she's concerned, he's everything she wants and nothing that she needs.

Could it be possible that Trevia and Nyles were made to love each other?",https://www.amazon.com/Made-Love-After-Book-ebook/dp/B01N16TP7O/ref=sr_1_2?dchild=1&keywords=Made+to+Love+Alexandria+House&qid=1615776456&s=digital-text&sr=1-2
70,70,A Risque Engagement,0,0,0,0,0.012489404,0,0.012090472,0.303406239,0,0,0.011803645,0,0,0.518888772,0,0,0.038168054,0,0,0,0,0,0.076896317,0.016979901,0,Stephanie Nicole Norris,0.518888772,13,https://m.media-amazon.com/images/I/91PTLlMnokL._AC_UY218_.jpg,2018,"On the surface, Corinne Thomas has the world at her fingertips. As a stewardess for one of the largest airlines, Corinne travels the globe, gaining a glimpse of what most people only fantasize about. Adventurous by nature, her daring persona allows her the freedom to take risks and live her life, at times, in complete anonymity. But there is something that lingers deep down that, if brought to light, could stir the masquerade Corinne's built for herself. For the past few weeks, exchanges with a certain someone wreaks havoc on her ability to maintain a solid pretense. Happily ever afters aren't for Corinne, but when her soul is roused by the magnificence of his authority, Corinne considers opening herself to a new set of dangers. Love.

As one of the world's most powerful sports agents, Xavier Valentine lives his life in the high skies as he flies from one destination to another. Negotiating million-dollar contracts, product endorsements, and meeting league representatives keeps his schedule air-tight. Not only is every hour in his day accounted for, but it's impossible to get in a room with him without an appointment. That's why when Xavier finds himself locked in close quarters with Corinne Thomas, he questions the very thing that he's prided himself on conquering: his mind. Since meeting Corinne on a blind date weeks before, Xavier manages to find time for her at every turn. And the moment he decides to let Corinne in, with her comes a powerful elixir of love.",https://www.amazon.com/Risqu%C3%A9-Engagement-Heart-Valentine-Book-ebook/dp/B07BYGXL78/ref=sr_1_2?dchild=1&keywords=A+Risque+Engagement+Stephanie+Nicole+Norris&qid=1615776529&s=digital-text&sr=1-2
71,71,"A Duke, the Lady and a Baby",0,0.702606797,0,0,0,0,0,0,0.263323516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029265346,0,Vanessa Riley ,0.702606797,1,https://m.media-amazon.com/images/I/81XheJBUJ9L._AC_UY218_.jpg,2020,"When headstrong West Indian heiress Patience Jordan questioned her English husband's mysterious suicide, she lost everything: her newborn son, Lionel, her fortune--and her freedom. Falsely imprisoned, she risks her life to be near her child--until The Widow's Grace gets her hired as her own son's nanny. But working for his unsuspecting new guardian, Busick Strathmore, Duke of Repington, has perils of its own. Especially when Patience discovers his military strictness belies an ex-rake of unswerving honor--and unexpected passion...

A wounded military hero, Busick is determined to resolve his dead cousin's dangerous financial dealings for Lionel's sake. But his investigation is a minor skirmish compared to dealing with the forthright, courageous, and alluring Patience. Somehow, she's breaking his rules, and sweeping past his defenses.",https://www.amazon.com/Duke-Lady-Rogues-Remarkable-Women-ebook/dp/B07W4MRQZ6/ref=sr_1_1?dchild=1&keywords=A+Duke%2C+the+Lady+and+a+Baby+Vanessa+Riley&qid=1615776588&s=digital-text&sr=1-1
72,72,A Wedding One Christmas,0,0,0,0,0.14636831,0,0.036999479,0,0,0,0.022059662,0.147127196,0,0,0,0,0,0,0,0,0,0,0,0.631752372,0,Therese Beharrie,0.631752372,23,https://m.media-amazon.com/images/I/81Dd508+z2L._AC_UY218_.jpg,2018,"Of all the weddings in all the world, Angie Roux had to be mistaken for a bridesmaid in this one.

Caledon, South Africa, is supposed to be just a stop on the way to Christmas in Cape Town, part of Angie's long-avoided homecoming. She never expected to star in a bizarre comedy of errors, but here she is: convincing a handsome stranger to be her fake boyfriend for the day.

Ezra Johnson, the handsome stranger in question, turns out to be a pleasant distraction from both the wedding and thoughts of her first family Christmas without her father. And he seems to loathe weddings just as much as she does. He's the perfect temporary companion.

But a lot can happen in twenty-four hours. Including a connection so strong it tempts them both into thinking of something more permanent...

One-click with confidence. This title is part of the Carina Press Romance Promise: all the romance you're looking for with an HEA/HFN. It's a promise!",https://www.amazon.com/Wedding-One-Christmas-Diverse-Emotional-ebook/dp/B07G4BK1ZF/ref=sr_1_1?dchild=1&keywords=A+Wedding+One+Christmas+Therese+Beharrie&qid=1615776664&s=digital-text&sr=1-1
73,73,Beauty and the Bachelor,0,0,0,0,0,0,0.070156872,0,0.014842851,0.015984774,0.030928176,0,0,0.018520907,0,0,0.086843349,0,0,0,0,0,0.552837908,0.208928525,0,Naima Simone,0.552837908,22,https://m.media-amazon.com/images/I/81l6KvncXrL._AC_UY218_.jpg,2015,"She may be the highest bidder, but this bachelor's price is blackmail and passion..
Billionaire Lucas Oliver is hell bent on revenge. And his plan begins when Sydney Blake-the stunning daughter of his enemy-is tricked into bidding on Lucas at a bachelor auction. Then he serves up a little blackmail... followed by a marriage proposal Sydney has no choice but to accept.

Sydney has been controlled by her family her whole life. When Lucas threatens to reveal her father's shady business, she is once again forced to do her duty for her family. But worse-oh so much worse-is the rush of lust that Lucas ignites in her blood.
Lucas is determined to make Sydney suffer, but it's tough when he can't keep from touching her-or thinking about touching her-all the time. She's not fairing much better since she's engaged to a darkly handsome beast intent on destroying her entire family...along with her heart.",https://www.amazon.com/Beauty-Bachelor-Auction-Book-ebook/dp/B0122RZLTI/ref=sr_1_1?dchild=1&keywords=Beauty+and+the+Bachelor+Naima+Simone&qid=1615776730&s=digital-text&sr=1-1
74,74,Destiny's Embrace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99988842,0,0,0,0,0,0,0,0,Beverly Jenkins,0.99988842,16,https://m.media-amazon.com/images/I/91BTG1vXInL._AC_UY218_.jpg,2013,"Award-winning romance author Beverly Jenkins offers up another high-stakes historical romance that is sure to make you swoon.

With Destiny's Embrace, Jenkins brings readers back to the American West, where Logan Yates, a self-important ranch owner, must confront his feelings for his beautiful, free spirited housekeeper, Mariah Cooper. While they bicker incessantly, their sexual tension is palpable, and only rises when Mariah's former lover arrives on the scene. Will she accept Logan's heart?

Set in 19th-century California, Destiny's Embrace features unforgettable characters and a satisfying mix of adventure and passion from nation's premier writer of African-American historical romance.",https://www.amazon.com/Destinys-Embrace-Beverly-Jenkins-ebook/dp/B008CH20O2/ref=sr_1_1?dchild=1&keywords=Destiny%27s+Embrace+Beverly+Jenkins&qid=1615776780&s=digital-text&sr=1-1
