Author,Book,Image,Year,Description,Buy,Book_old,file_number
Adriana Herrera,American dreamer,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,American dreamer,221
Adriana Herrera,American love story,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,American love story ,222
Adriana Herrera,American sweetheart,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,American sweetheart,223
Adriana Herrera,Finding joy,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Finding joy,224
Adriana Herrera,Here to stay,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Here to stay ,225
Adriana Herrera,Mangoes and misteltoes,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Mangoes and misteltoes,226
Adrianne Byrd,Body Heat,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Body Heat,8
Adrianne Byrd,Comfort of a man,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Comfort of a man,9
Adrianne Byrd,Her Lover's Legacy,https://m.media-amazon.com/images/I/51QRhQpBffL._SY346_.jpg,2008,"Heir-apparent Malcolm Braddock may be the sexiest community activist under the Houston sun, but clearly he's met his match in Gloria Kingsley, the late senator Harmon Braddock's strikingly beautiful executive assistant. Both were recently spotted in a limo in a very...um...compromising position, and it appears Ms. Kingsley is influencing more than the brooding, lone-wolf bachelor's normally conservative sense of fashion (when she lets him stay dressed, of course!). We can conclude that Gloria is on a mission to make No-Commitments-Malcolm her Mr. Right. But with rumors flying about Senator Braddockand a few dirty little secrets that didn't die with himcan she get Malcolm to secure his father's mantle as well?",https://www.amazon.com/gp/product/0373860765/ref=x_gr_w_bb_glide_sout?ie=UTF8&tag=x_gr_w_bb_glide_sout-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0373860765&SubscriptionId=1MGPYB6YW3HWK55XCGG2,Her lovers legacy,10
Adrianne Byrd,King's Promise,https://m.media-amazon.com/images/I/513jNJ9q8EL._AC_UY218_.jpg,2011,"The sexy King brothers own a successful bachelor-party-planning business and a string of upscale clubs across the country. What could be better than living the single life in some of the world's most glamorous cities? Finding a woman worth giving it up for... A promise of ecstasy... Bartender Cheryl Shepherd has just done the unthinkableshe has shot down Xavier King. Repeatedly. Now the handsome club owner is on a mission to seduce her. And when he finally succeeds, he's blown away by their wild chemistry. For a notorious player, a sexy, confident woman like Cheryl is a risky proposition. Xavier has no idea how right he is. An undercover cop, Cheryl is really investigating alleged criminal activity in his club. Yet every time she's alone with her boss, Cheryl starts to lose her head along with all her inhibitions. But when the case grows dangerous, can Xavier be trusted with her heart...and her life?",https://www.amazon.com/Kings-Promise-House-Adrianne-Byrd-ebook/dp/B004Z2I54C/ref=sr_1_2?dchild=1&keywords=King%27s+Promise+Adrianne+Byrd&qid=1615771502&s=books&sr=1-2,King's promise,11
Adrianne Byrd,Love Takes Time,https://m.media-amazon.com/images/I/71qQy-6Sp2L._AC_UY218_.jpg,2009,"All her life, Alyssa Jansen has loved handsome, wealthy Quentin Dwayne Hinton - a man who barely knows she exists. Now, after years away in France, Alyssa's back, and suddenly Q is seeing her in a whole new light. The surprising thing is, so is his brother Sterling...
 
 Sterling is stunned by the sexy, smart career woman Alyssa has become, and by his desire to protect her from his irresponsible brother. Platonic friendship turns into a deep, passionate affair that leaves them both feeling confused and guilty. And when Q decides he wants Alyssa after all, she'll have to choose between a fairy tale come true and a new, unexpected love...",https://www.amazon.com/Love-Takes-Time-Hinton-Bros/dp/037383117X/ref=sr_1_1?dchild=1&keywords=Love+Takes+Time+Adrianne+Byrd&qid=1615773430&s=books&sr=1-1,Love takes time ,12
Adrianne Byrd,Measure of a Man,https://m.media-amazon.com/images/I/81S7+4kGODL._AC_UY218_.jpg,2012,"Peyton's baby brother, Francis Adamsnicknamed Flexmeans the world to her. And when he decides to move from California to Atlanta after a bad breakup with his lover, the entire family is upset. The only consolation is the news that Flex has found a new man in fellow firefighter Lincoln Carver. Flex hasn't been entirely truthfulLincoln, who is straight, doesn't know the new firefighter is gay. And when fate brings Peyton and Lincoln together under unusual circumstances, sparks begin to fly. But when Lincoln is invited to a family wedding, will his relationship with Peyton be undermined once the truth is revealed?",https://www.amazon.com/Measure-Adams-Sisters-Adrianne-Byrd/dp/0373534841/ref=sr_1_1?dchild=1&keywords=Measure+of+a+Man+Adrianne+Byrd&qid=1615771619&s=books&sr=1-1,Measure of a man ,13
Adrianne Byrd,My Only Desire,https://m.media-amazon.com/images/I/51cAbsnXSAL._AC_UY218_.jpg,2011,"Kappa Psi Kappa brother Taariq Bryson loves the single life. So when his frat brother sets him up on a date with his sister-in-law Anna Jacobs, Taariq figures it will be just another notch on his freewheeling playboy belt. But the two prove to be a stormy combination, that is until they're stranded together and share a night of explosive passion.
 
 Anna's track record with men is a disaster. And her blind date with sexy, arrogant Taariq Bryson tops the list. So when they're isolated in a remote cabin, Anna prepares for the worst. Instead, the sexual sparks fly... but it's more than body heat that keeps this unlikely pair coming back for more. Can their combustible, passionate affair ignite a real love match?",https://www.amazon.com/Only-Desire-Kimani-Hotties-Book-ebook/dp/B004R1Q96M/ref=sr_1_1?dchild=1&keywords=My+Only+Desire+Adrianne+Byrd&qid=1615776828&s=digital-text&sr=1-1,My only desire,14
Adrianne Byrd,Shes my baby,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Shes my baby,7
Adrianne Byrd,Sinful Chocolate,https://m.media-amazon.com/images/I/21hIkfbeIBL._AC_UY218_.jpg,2008,"Charlie Masters, playa extraordinaire, has no plans to change his heartbreaker ways. Then some bad news from his doctor gives him pause for regret... and six months to make things right with all the women he's wronged.
 
 Most don't believe him; a few are cooking up revenge; and one has a knockout sister offering him a taste of heaven.
 
 Gisella Jacobs is busy launching her new shop, Sinful Chocolate, when delectable Charlie knocks at her door. Her friends warn that he's trouble, but his kiss is richer than her finest Belgian cocoa, his touch as velvety smooth as her lightest truffle. And when something so wrong feels so right... how can a woman resist?",https://www.amazon.com/Sinful-Chocolate-Kappa-Psi-Book-ebook/dp/B001OERNJC/ref=sr_1_1?dchild=1&keywords=Sinful+Chocolate+Adrianne+Byrd&qid=1615775578&s=books&sr=1-1,Sinful chocolate,15
Adrianne Byrd,Surrender to Love,https://m.media-amazon.com/images/I/71x1NqoFVyL._AC_UY218_.jpg,2010,"Julia Kelley's abusive husband has been murdered... and she's afraid she might be next. Penniless, she hits the road with her six-year-old daughter only to have her car give out in the middle of a small town. Julia's sure her luck has turned from bad to worse... until handsome mechanic Carson Webber comes to her rescue.
 
 Carson suspects that a broken-down car is the least of Julia's problems, and he knows he could help her with whatever is troubling her - if she wasn't in such a hurry to leave. He's also convinced that with a little bit of stalling as he repairs her car -and a whole lot of tenderness -he just might find a way to win her trust... and her love.",https://www.amazon.com/Surrender-Love-Arabesque-Adrianne-Byrd/dp/0373831803/ref=sr_1_1?dchild=1&keywords=Surrender+to+Love+Adrianne+Byrd&qid=1615773498&s=books&sr=1-1,Surrender to love,16
Adrianne Byrd,Tender to His Touch,https://m.media-amazon.com/images/I/514tDKTgDFL._AC_UY218_.jpg,2009,"Hollington Homecoming Queen Beverly Turner is pulling out all the stops for her ten-year reunion. The trendy designer's first order of business is to let loose and have some fun. And her wish just might come true when she meets Lucius Gray. The hunky, high-powered Atlanta attorney is looking for the same thing she is: a sexy fling with no strings.
 
 Lucius needs a time-out from his workaholic life, and the chic, sensual designer more than fits the bill. Like Beverly, the single father has been burned by love. But Beverly is arousing feelings that are making him long to turn their sizzling affair into a lifetime of passion. If she'll let him, he'll give her the happy ending she deserves and prove to this unforgettable woman that there is life--and love--after college...",https://www.amazon.com/Tender-Touch-Hollington-Homecoming-Book-ebook/dp/B002WEPEMQ/ref=sr_1_1?dchild=1&keywords=Tender+to+His+Touch+Adrianne+Byrd&qid=1615775521&s=books&sr=1-1,Tender to his touch,17
Adrianne Byrd,The beautiful ones,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,The beautiful ones,18
Adrianne Byrd,When you were mine,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,When you were mine,19
Alexa Martin,Blitzed,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Blitzed,217
Alexa Martin,Fumbled,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Fumbled,218
Alexa Martin,Intercepted,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Intercepted,219
Alexa Martin,Snapped,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Snapped,220
Alexandria House,Be with me,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Be with me ,308
Alexandria House,Believe in me,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Believe in me,309
Alexandria House,Higher Love,https://m.media-amazon.com/images/I/515nkoL5MKL.jpg,2016,"Popular travel blogger, Greer Kennedy, is living the good life with a successful career and equally as successful fianc until one phone call from a friend opens her eyes to the truth of her relationship. Tall, handsome, and successful in his own right, Derek Hill is dealing with some serious relationship problems as well. When their paths cross, they mutually, but unofficially, decide to share a nightor three or fourof anonymous pleasure. Will they end up experiencing much more than either of them bargained for?",https://www.amazon.com/Higher-Love-After-Book-ebook/dp/B01NAB1HM1/ref=sr_1_3?dchild=1&keywords=Higher+Love&qid=1615770403&s=books&sr=1-3,Higher love,310
Alexandria House,Let Me Hold You,https://m.media-amazon.com/images/I/91CMQ167npL._AC_UY218_.jpg,2018,"NBA player, Leland McClain, the baby of the McClain family, is tall, handsome, talented...and spoiled. He's a man who gets what he wants, and what he wants is the lovely Kimberly Hampton. Kim Hampton is the director of a community center, a woman who lives to help others while trying to forget a troubling past. As far as she's concerned, a relationship with any man is a horrible idea. But a relationship with Leland McClain? That's just out of the question. He has to have her. She is undeniably attracted to him. But will she lower her guard and let him hold her?",https://www.amazon.com/Let-Hold-McClain-Brothers-Book-ebook/dp/B07DNP5XSW/ref=sr_1_2?dchild=1&keywords=Let+Me+Hold+You&qid=1615771175&s=books&sr=1-2,Let me hold you,311
Alexandria House,Let Me Love You,https://m.media-amazon.com/images/I/81gVtyMBX2L._AC_UY218_.jpg,2018,"Trying to put past hurts behind you is hard when your ex is a fool, but buoyed by child support and alimony, Jo Walker is moving forward with her life, pursuing a career, raising her little girl, and trying to live in peace. She believes she has all the bases covered in her world. But what about her heart?
 
 Rap legend Everett ""Big South"" McClain is divorced, too, knows all about failed relationships, and has relegated his love life to casual connections rather than pursuing something real. That is, until he lays eyes on Jo.
 
 She's exactly what he never knew he needed.
 
 He's what's been missing from her world.
 
 Will she accept what he has to offer and let him love her?
 
 ***This novel contains profanity and sexual content. If you do not like those elements in your romantic reads, this is not the book for you***",https://www.amazon.com/Let-Love-McClain-Brothers-Book-ebook/dp/B079N5T99H/ref=sr_1_1?dchild=1&keywords=Let+Me+Love+You+Alexandria+House&qid=1615772994&s=books&sr=1-1,Let me love you,312
Alexandria House,Let Me Please You,https://m.media-amazon.com/images/I/81dYuOZR+ZL._AC_UY218_.jpg,2019,"She's the only sister in a family of alpha males. Loved, treasured, and sheltered by her brothers, Kat McClain is working to heal the pain of a failed marriage to a man she loved from her teenage years and move on with her life, but she's a woman, she has needs, and she is understandably lonely.
 
 Tommy Kirby has protected her brother since he was barely a man and has been a silent staple in the McClain family for just as long. He loves his job and his life, is loyal to his employer, but more than anything, he wants a family of his own.
 
 Perhaps these two are exactly what the other desires.
 
 *** This is a novella that takes place during the same time as Let Me Show You, book 3 of the McClain Brothers series and is best read after reading that book. ***
 
 Contains mature content.",https://www.amazon.com/Let-Me-Please-You-Brothers-ebook/dp/B07P976DP9/ref=sr_1_1?dchild=1&keywords=Let+Me+Please+You+Alexandria+House&qid=1615771909&s=books&sr=1-1,Let me please you,313
Alexandria House,Made to Love,https://m.media-amazon.com/images/I/A1nBsFNC4RL._AC_UY218_.jpg,2017,"A year after a messy break-up with her stripper ex-boyfriend, seamstress, Trevia McCall, is still feeling the after-effects of his betrayal... and their mind-numbing sex life. She's done with him, but her subconscious mind and body haven't gotten the memo.
 
 Spoken word artist, Nyles Adams, is the kind of man Trevia loves to love--handsome, talented, and cocky as hell. But as far as she's concerned, he's everything she wants and nothing that she needs.
 
 Could it be possible that Trevia and Nyles were made to love each other?",https://www.amazon.com/Made-Love-After-Book-ebook/dp/B01N16TP7O/ref=sr_1_2?dchild=1&keywords=Made+to+Love+Alexandria+House&qid=1615776456&s=digital-text&sr=1-2,Made to love,314
Alexandria House,Stay With Me,https://m.media-amazon.com/images/I/81Cugx69xQL._AC_UY218_.jpg,2017,"Twice unlucky in love, natural hair vlogger, Angela Strickland, has settled into a life centered around avoiding men and relationships like the plague. Unwilling to risk another broken heart, she resigns herself to being a perpetually single woman.
 
 Corporate man and self-professed womanizer, Ryan Boy, doesn't believe in relationships or love and thinks anyone who does is a fool. But there's just something about Angela Strickland he can't shake...
 
 When these two cross paths, their attraction to one another is undeniable. Will they find that the love they've both evaded is exactly what they both need?",https://www.amazon.com/Stay-Me-Strickland-Sisters-Book-ebook/dp/B072FGX91V/ref=sr_1_1?dchild=1&keywords=Stay+With+Me+Alexandria+House&qid=1615776028&s=books&sr=1-1,Stay with me,315
Alexis Daria,Dance with me,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Dance with me,324
Alexis Daria,Take the lead,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Take the lead,325
Alexis Daria,You Had Me at Hola,https://m.media-amazon.com/images/I/81zvynGaVvL._AC_UY218_.jpg,2020,"Leading Ladies do not end up on tabloid covers.
 
 After a messy public breakup, soap opera darling Jasmine Lin Rodriguez finds her face splashed across the tabloids. When she returns to her hometown of New York City to film the starring role in a bilingual romantic comedy for the number one streaming service in the country, Jasmine figures her new ""Leading Lady Plan"" should be easy enough to followuntil a casting shake-up pairs her with telenovela hunk Ashton Surez.
 Leading Ladies don't need a man to be happy.
 
 After his last telenovela character was killed off, Ashton is worried his career is dead as well. Joining this new cast as a last-minute addition will give him the chance to show off his acting chops to American audiences and ping the radar of Hollywood casting agents. To make it work, he'll need to generate smoking-hot on-screen chemistry with Jasmine. Easier said than done, especially when a disastrous first impression smothers the embers of whatever sexual heat they might have had.
 
 Leading Ladies do not rebound with their new costars.
 
 With their careers on the line, Jasmine and Ashton agree to rehearse in private. But rehearsal leads to kissing, and kissing leads to a behind-the-scenes romance worthy of a soap opera. While their on-screen performance improves, the media spotlight on Jasmine soon threatens to destroy her new image and expose Ashton's most closely guarded secret.",,You had me at Hola,326
Alyssa Cole,A Duke by Default,https://m.media-amazon.com/images/I/51va5KTGY7L._SY346_.jpg,2013,"New York City socialite and perpetual hot mess Portia Hobbs is tired of disappointing her family, friends, and--most importantly--herself. An apprenticeship with a struggling swordmaker in Scotland is a chance to use her expertise and discover what she's capable of. Turns out she excels at aggravating her gruff silver fox boss... when she's not having inappropriate fantasies about his sexy Scottish burr.
 
 Tavish McKenzie doesn't need a rich, spoiled American telling him how to run his armory...even if she is infuriatingly good at it. Tav tries to rebuff his apprentice--and his attraction to her--but when Portia accidentally discovers that he's the secret son of a duke, rough-around-the-edges Tav becomes her newest makeover project.
 
 Forging metal into weapons and armor is one thing, but when desire burns out of control and the media spotlight gets too hot to bear, can a commoner turned duke and his posh apprentice find lasting love?",,A Duke by Default,1
Alyssa Cole,A Hope Divided,https://m.media-amazon.com/images/I/91PDWKuOUQL._AC_UY218_.jpg,2017,"For all of the War Between the States, Marlie Lynch has helped the cause in peace: with coded letters about anti-Rebel uprisings in her Carolina woods, tisanes and poultices for Union prisoners, and silent aid to fleeing slave and Freeman alike. Her formerly enslaved mother's traditions and the name of a white father she never knew have protected her--until the vicious Confederate Home Guard claims Marlie's home for their new base of operations.
 
 Unbeknownst to those under her roof, escaped prisoner Ewan McCall is sheltering in her laboratory. Seemingly a quiet philosopher, Ewan has his own history with the cruel captain of the Home Guard, and a thoughtful but unbending strength Marlie finds irresistible.
 
 When the revelation of a stunning family secret places Marlie's freedom on the line, she and Ewan have to run for their lives into the hostile Carolina night. Following the path of the Underground Railroad, they find themselves caught up in a vicious battle that could dash their hopes of love--and freedom--before they ever cross state lines.",https://www.amazon.com/Hope-Divided-Loyal-League-Book-ebook/dp/B06XFJ6224/ref=sr_1_1?dchild=1&keywords=A+Hope+Divided+Alyssa+Cole&qid=1615777006&s=digital-text&sr=1-1,A Hope Divided,2
Alyssa Cole,A Prince on Paper,https://m.media-amazon.com/images/I/51DhKbSaDtL._SY346_.jpg,2019,"The Reluctant Royals series returns with a good girl searching for the life that's not too big, and not too small, and the bad boy prince who might be just right for her...
 
 Nya Jerami fled Thesolo for the glitz and glamour of NYC but discovered that her Prince Charming only exists in her virtual dating games. When Nya returns home for a royal wedding, she accidentally finds herself up close and personal--in bed--with the real-life celebrity prince who she loves to hate.
 
 For Johan von Braustein, the red-headed step-prince of Liechtienbourg, acting as paparazzi bait is a ruse that protects his brother--the heir to the throne--and his own heart. When a royal referendum threatens his brother's future, a fake engagement is the perfect way to keep the cameras on him.
 
 Nya and Johan both have good reasons to avoid love, but as desires are laid bare behind palace doors, they must decide if their fake romance will lead to a happily-ever-after.",https://www.amazon.com/Prince-Paper-Reluctant-Royals-ebook/dp/B079RBRRF2/ref=sr_1_1?dchild=1&keywords=A+Prince+on+Paper+Alyssa+Cole&qid=1615777769&s=books&sr=1-1,A Prince on Paper,3
Alyssa Cole,A Princess in Theory,https://m.media-amazon.com/images/I/51FlpZ8fm5L._SY346_.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,A Princess in Theory,4
Alyssa Cole,An Extraordinary Union,https://m.media-amazon.com/images/I/51vVfDt5FpL._SY346_.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,An extraordinary union,5
Alyssa Cole,How to Catch a Queen,,,,,How to Catch a Queen,342
Alyssa Cole,"Once Ghosted, Twice Shy",https://m.media-amazon.com/images/I/51B3DWwhXTL._SY346_.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,"Once ghosted, twice shy",199
Alyssa Cole,The A.I. Who Loved Me,,,,,The A.I. Who Loved Me,343
Beverly Jenkins,Before the Dawn,https://m.media-amazon.com/images/I/81ZmXd61zyL._AC_UY218_.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Before the dawn ,20
Beverly Jenkins,Belle,https://m.media-amazon.com/images/I/91dsaKqixCL._AC_UY218_.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Belle,21
Beverly Jenkins,Breathless,https://m.media-amazon.com/images/I/91GPIvP2KFL._AC_UY218_.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Breathless,22
Beverly Jenkins,Bring on the Blessings,https://m.media-amazon.com/images/I/41pOPAjmDIL._AC_UY218_.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Bring on the blessings,23
Beverly Jenkins,Captured,https://m.media-amazon.com/images/I/71L8P8kcaoL._AC_UY218_.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Captured,24
Beverly Jenkins,Chasing Down a Dream,https://m.media-amazon.com/images/I/91aE-5HLrLL._AC_UY218_.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Chasing down a dream,25
Beverly Jenkins,Crystal Clear,https://m.media-amazon.com/images/I/8187tR5YQaL._AC_UY218_.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Crystal clear,26
Beverly Jenkins,Deadly Sexy,https://m.media-amazon.com/images/I/41K5L56yX5L._AC_UY218_.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Deadly sexy,27
Beverly Jenkins,Destiny's Embrace,https://m.media-amazon.com/images/I/91BTG1vXInL._AC_UY218_.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Destiny's embrace,28
Beverly Jenkins,Destiny's Surrender,https://m.media-amazon.com/images/I/91x6MzS3evL._AC_UY218_.jpg,2013,"Award-winning romance author Beverly Jenkins offers up another high-stakes historical romance that is sure to make you swoon.
 
 With Destiny's Embrace, Jenkins brings readers back to the American West, where Logan Yates, a self-important ranch owner, must confront his feelings for his beautiful, free spirited housekeeper, Mariah Cooper. While they bicker incessantly, their sexual tension is palpable, and only rises when Mariah's former lover arrives on the scene. Will she accept Logan's heart?
 
 Set in 19th-century California, Destiny's Embrace features unforgettable characters and a satisfying mix of adventure and passion from nation's premier writer of African-American historical romance.",https://www.amazon.com/Destinys-Embrace-Beverly-Jenkins-ebook/dp/B008CH20O2/ref=sr_1_1?dchild=1&keywords=Destiny%27s+Embrace+Beverly+Jenkins&qid=1615776780&s=digital-text&sr=1-1,Destiny's surrender,29
Beverly Jenkins,For Your Love: A Blessings Novel,https://m.media-amazon.com/images/I/91IgAtZxGAL._AC_UY218_.jpg,2013,"The child he didn't know he had...
 
 Andrew Yates has come to a decision: it's time to stop sowing those oats and start a family. But searching for a bride isn't as simple as he'd hoped, and many of the respectable women of his acquaintance feel... lacking. Then beautiful, feisty Wilhelmina ""Billie"" Wells arrives at the family ranch with a toddler in her arms, claiming Drew is the father!
 
 The woman he didn't know he loved...
 
 Billie had no choice but to show up at Destiny in search of Drew. For the sake of their child, she's willing to leave him with his father so the boy can have a better life, but then, before she can blink, she's saying ""I do"" in front of a preacher in a marriage of convenience. All Billie and Drew have in common is the heat that brought them together, but can their sizzling passion lead to an everlasting love?",https://www.amazon.com/Destinys-Surrender-Beverly-Jenkins-ebook/dp/B00BATKS4S/ref=sr_1_1?dchild=1&keywords=Destiny%27s+Surrender+Beverly+Jenkins&qid=1615775680&s=books&sr=1-1,For your love a blessings,30
Beverly Jenkins,Forbidden,https://m.media-amazon.com/images/I/91cQ3EIknaL._AC_UY218_.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Forbidden,31
Beverly Jenkins,Hearts of Gold,https://m.media-amazon.com/images/I/91vgRUJPqoL._AC_UY218_.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Heart of gold,32
Beverly Jenkins,Indigo,https://m.media-amazon.com/images/I/91RGCB15GJL._AC_UY218_.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Indigo,33
