Author,Book,Image,Year,Description,Buy,Book_old,file_number
Kwana Jackson,Real Men Knit,https://m.media-amazon.com/images/I/91-9WnEfR4L._AC_UY218_.jpg,2020,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Real men knit,193
Latrivia Nelson,Ivys Twisted Vines,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,"When their foster-turned-adoptive mother suddenly dies, four brothers struggle to keep open the doors of her beloved Harlem knitting shop.
 
 Jesse Strong is known for two things: his devotion to his adoptive mom, Mama Joy, and his reputation for breaking hearts. When Mama Joy unexpectedly passes away, he and his brothers have different plans for what to do with Strong Knits, their neighborhood knitting store. Jesse wants to keep the store open. His brothers want to tie off loose ends and close shop....
 
 Part-time shop employee Kerry Fuller has kept her crush on Jesse a secret. When she overhears his impassioned plea to his brothers to keep the knitting shop open, she volunteers to help. Unlike Jesse, Kerry knows the ""knitty-gritty"" of the business, and together they make plans to reinvent Strong Knits for a new generation.
 
 But the more time they spend together, the stronger the chemistry builds between them. Kerry, knowing Jesse's history, doesn't believe their relationship can last longer than she can knit one, purl two. But Jesse is determined to prove to her that he can be the man for her forever and always. After all, real men knit.",,Ivys Twisted Vines,132
Latrivia Nelson,The Grunt,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,The Grunt,133
Latrivia Nelson,The ugly girlfriend,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,The ugly girlfriend,134
Lena Hampton,Jack Diane,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Jack Diane,244
Lena Hampton,Someone to love,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Someone to love ,245
Lena Hampton,The nearness of you,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,The nearness of you,246
Lena Hart,A Game of Courage,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496254550l/35274743._SY475_.jpg,2017,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,A game of courage,104
Lena Hart,A Sweet Surrender,https://m.media-amazon.com/images/I/818ZeuMVDOL._AC_UY218_.jpg,2017,"Newly appointed head coach Mason Courage is in for the fight of his life. What should have been the biggest night of his career turns into the worst moment in his life when his wife files for divorceand the media has a field day.
 
 Tired of her husband's neglect, Jules believes the best course of action for their strained marriage is to end things now before things get worst. But her former bad boy isn't about to let anyoneor anythingbreak up his family.
 
 For his career, his children, his wife, Mason is prepared to fight for them all... But can he manage to win back her heart?",https://www.goodreads.com/book/show/35274743-a-game-of-courage,A sweet surrender,105
Lena Hart,Amazing Grace,https://m.media-amazon.com/images/I/81HCQdM1wRL._AC_UY218_.jpg,2017,"New York, 1777.
 
 Siaragowaeh of the Onyota'aka tribe has a love for all things living and when a fallen British soldier becomes severely wounded, Siara secretly nurtures the officer back to health, putting her own position in her tribe at risk.
 
 Sergeant James Blake of His Majesty's elite assault troops vaguely remembers the ambush that left him at the mercy of a beautiful native woman, a woman he isn't yet certain he can trust. When a narrow escape from Siara's village forces them on the trail together, desire soon flares even brighter between them.
 
 Yet in a journey driven by duty and complicated by loyalty, Siara and James must determine if they will follow their predestined paths or surrender to their hearts and chart anew.",https://www.amazon.com/Sweet-Surrender-Hearts-War-Book-ebook/dp/B072W6V25K/ref=sr_1_2?dchild=1&keywords=A+Sweet+Surrender+Lena+Hart&qid=1615772514&s=books&sr=1-2,Amazing grace,106
Lena Hart,B is for Bedpost,https://m.media-amazon.com/images/I/8108g10CuCL._AC_UY218_.jpg,2015,"It's the year 1866the Civil War is over and slavery has ended yet life for 18-year-old Gracie Shaw takes an unexpected turn when she is ""encouraged"" to marry a man sight unseen. To ensure the financial stability of her family, she agreesuntil a handsome stranger captures her attention and makes going through with the marriage almost impossible. Determined to start a new life far from his old one, former Confederate soldier Logan Finley boards a train headed westto lawless territory. When he is entrusted with the duty to escort the loveliest woman he's ever met, he realizes he wants more than just a fresh start. He wants her. While Gracie wrestles with her desires, she soon learns that there is more to Mr. Logan Finley than she could have ever imagined. Will she find the grace within to forgive their pastor will her anger and pain blind her to true love?",https://www.amazon.com/Amazing-Grace-Hearts-War-Book-ebook/dp/B072W9MZLT/ref=sr_1_1?dchild=1&keywords=Amazing+Grace+lena+hart&qid=1615770861&s=books&sr=1-1,B is for bedpost,107
Lena Hart,Because this is forever,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,"Newly engaged couple Athena Lewis and David Carrone are off to celebrate the best way they know howin bed someplace far from the glittering lights of Las Vegas. They arrive on a private island where pleasure, fun, and relaxation awaitsor so they believe. When they are invited to the island's most exclusive club, they soon discover that the ""Mansion"" is no ordinary nightclub. Luckily, David and Tena are no ordinary couple. Looking to add more excitement to their relationship, they take the opportunity to explore their secret desires and hidden cravings. But during their passionate exploration, the matter of trust resurfaces as painful memories from Tena's past returns, pushing them further from each other and threatening to sever their special bond. **Note: this short story is a continuation of the novel, HIS BEDPOST QUEEN. Both stories, however, can be read as standalones.",https://www.amazon.com/Bedpost-Queen-Quartette-Book-ebook/dp/B00TU02KYA/ref=sr_1_1?dchild=1&keywords=B+is+for+Bedpost+lena+hart&qid=1615770919&s=books&sr=1-1,Because this is forever,108
Lena Hart,Because you are mine,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Because you are mine,109
Lena Hart,First Love,https://m.media-amazon.com/images/I/819HDP18ScL._AC_UY218_.jpg,2015,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,First love the beginning,111
Lena Hart,Her Seductive Dare,https://m.media-amazon.com/images/I/81csasB5kTL._AC_UY218_.jpg,2019,"When freelance computer tech Jake Landon comes to Sabrina Monroe's rescue her first day on the job, the two develop a sudden attraction that neither can ignore. While Jake sets out to win her over, Sabrina is having a hard time forgetting the humiliating outcome of her last office ""romance"" and wants nothing more than to focus on her budding, new careernot the attractive ""IT guy."" Or so she keeps telling herself.
 
 Yet, as the seductive pull of Jake's charm draws her unwittingly closer, causing tension and frustration to flare brightly between them, Sabrina is determined not to break her firm rule: never again date someone she works with. Ever. But the ""rules of attraction"" cannot be ignored, and Sabrina must decide if she is willing to release her inhibitions and give love a chance.
 
 *This story is a prequel to the novella Because You Love Me.",https://www.amazon.com/First-Love-Jake-Sabrina-Loved-ebook/dp/B015R4Q9NU/ref=sr_1_1?dchild=1&keywords=First+Love+Lena+Hart&qid=1615772593&s=books&sr=1-1,Her Seductive Dare,110
Lena Hart,His Bedpost Queen,https://m.media-amazon.com/images/I/91dxPHIWZ7L._AC_UY218_.jpg,2014,"Nadia Pierre has always had a competitive spirit...
 
 When a game of truth or dare shoves her in the direction of a sexy, brooding stranger at the bar, she realizes just how in over her head she is. But Nadia has never backed down from a challenge and she isn't about to now.
 
 Struck by an unwavering attraction to the beautiful but tipsy grade school teacher, Sean Colt isn't prepared for the kiss that hurls them both toward a night filled with explosive passion. Yet when a sudden tragedy reveals a daunting family secret, Sean discovers his life has been nothing but lies, leaving him uncertain of everyone around him. Except Nadia.
 
 When the ultimate truth is revealed, will it put an end to their budding relationshipor will Sean and Nadia dare a future together despite it?",https://www.amazon.com/Her-Seductive-Dare-Duet-Book-ebook/dp/B07TBT6D2X/ref=sr_1_2?dchild=1&keywords=Her+Seductive+Dare+Lena+Hart&qid=1615772766&s=books&sr=1-2,His diamond queen,112
Lena Hart,His Diamond Queen,https://m.media-amazon.com/images/I/91E1aODCUcL._AC_UY218_.jpg,2014,"Love is a valuable weapon...
 Resort and casino co-founder David Carrone has worked hard for what he has. As the illegitimate son to a notorious crime boss, he makes it a point to distance himself from that corrupt life. But when his past comes back in the form of smooth curves and raw passion, David is immediately brought low, putting all he's worked hard for at risk.
 
 Athena Lewis is a mistress at deception. She's savvy with a computer, has a sharp mind, and even sharper attitude. Except when it comes to ""Davie,"" the only man who's ever made her feel safe. But to protect the only family she has, Athena must take on a job that goes against everything she believes ineven if that includes using the last trick she has left. Her body.
 
 With David's trust betrayed and Athena's ""mission"" exposed, they both set out to right some wrongs while playing a game that will only end with them losing their hearts.",https://www.amazon.com/His-Bedpost-Queen-Quartette-Book-ebook/dp/B00M3A1S42/ref=sr_1_1?dchild=1&keywords=His+Bedpost+Queen+Lena+Hart&qid=1615774657&s=books&sr=1-1,Something Borrowed,116
Lena Hart,His Flower Queen,https://m.media-amazon.com/images/I/91gtFJosPzL._AC_UY218_.jpg,2014,"Loyalty comes at a cost. Former MMA fighter, Jay Price stays connected with Vegas' criminal underbelly and for the right price he'll take on any job. Yet when he's hired to babysit a beautiful, spoiled ""princess,"" he finds himself both fascinatedand irritatedby his sudden attraction to her. As the beloved secret daughter to a ruthless crime boss, Rachelle Silva wants for nothingexcept freedom from her overprotective father. But with her identity compromised and her life threatened, Rachelle is given the one thing she's hated most: an escort. Confused by her attraction to the tattooed ""thug,"" Rachelle sets out to make Jay as aware of her as she is of him. Unfortunately, the threats to her life are all too real and Jay is forced to bring her into his ""world"" until the threat is...eliminated. But he has an even bigger fight on his handshis desire for the one woman he's forbidden to have.",https://www.amazon.com/His-Diamond-Queen-Quartette-Book-ebook/dp/B00QD898YC/ref=sr_1_1?dchild=1&keywords=His+Diamond+Queen&qid=1615770783&s=books&sr=1-1,Something old,113
Lena Hart,Something Borrowed,https://m.media-amazon.com/images/I/81Sswt-yk9L._AC_UY218_.jpg,2017,"Lies can be toxic...
 Gabe is a shrewd businessman to one of Las Vegas' upscale resort and casinos. What he wants, he naturally takesand he wants Nina. Held in a bitter divorce, Gabe finds it difficult to put his trust in anyone. Until Nina. But there's one person keeping him from having herhis soon-to-be ex-wife.
 
 Gullible and trusting, Regina ""Nina"" Conners can't get enough of Gabriel Alexander. He's smart, sexy and lights a fire in her she never knew she had. Flown out to start her position as the new publicist for a very important client, Nina soon discovers that her fiery relationship with Gabe is ensnared in nothing but secrets and lies...
 
 Caught in a web of jealousy and obsession, Gabe must do whatever it takes to restore Nina's faith in him or risk losing the woman he's determined to have.",https://www.amazon.com/His-Flower-Queen-Quartette-Book-ebook/dp/B00L6H0TZ2/ref=sr_1_2?dchild=1&keywords=His+Bedpost+Queen+Lena+Hart&qid=1615774677&s=books&sr=1-2,The bedpost queen,114
Lena Hart,Something Old,https://m.media-amazon.com/images/I/71+J-0k9KeL._AC_UY218_.jpg,2016,"Resident bad boy Jackson Matoa is not very good at expressing his feelings. Especially when those feelings include an inexplicable desire toward his brother's widow. And if the blow from his young brother's death wasn't enough to break him, the guilt of his unwavering lust for his sister-in-law just might...
 
 Despite her best efforts, Truth Richards can't seem to make sense of her feelings for her insufferable brother-in-law. She's certainly not willing to admit just how deep those feelings run. With one phone call, Truth finds herself returning to Cedar Bend and forcing her way back into Jackson's life.
 
 Yet with the pain of their loss still fresh, can these two broken hearts borrow each other's strength to find happiness with each other? Or will their guilt and grief push them further apart?",https://www.amazon.com/Something-Borrowed-Brides-Cedar-Bend-ebook/dp/B078MXBTZR/ref=sr_1_1?dchild=1&keywords=Something+Borrowed+Lena+Hart&qid=1615776340&s=digital-text&sr=1-1,The flower queen,115
Lindsay Evans,Affair of pleasure,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,"Jilted by the one woman he's ever loved, small town sheriff Guy Lawson vows never to let himself be so vulnerable. But when the woman who broke his heart returns to Cedar Bend, he is forced to uphold an old promise he made long ago... After two years of running from her father's death, Zamya ""Mya"" Daniels is ready to win back the man she loves. Except Guy doesn't believe in second chances. When Mya sets out to repair their broken relationship, Guy's guarded heart is helpless against his body's desires. Will their old bond be enough to save their loveor will they come to accept that some things just aren't meant to last?",https://www.amazon.com/Something-Brides-Cedar-Bend-Book-ebook/dp/B01CN80MJ0/ref=sr_1_1?dchild=1&keywords=Something+Old+lena+hart&qid=1615770976&s=books&sr=1-1,Affair of pleasure,281
Lindsay Evans,Bare pleasures,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Bare pleasures,282
Lindsay Evans,On-air passion,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,On-air passion,283
Lindsay Evans,Pleasure under the sun,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Pleasure under the sun ,284
Lindsay Evans,Propositioning the professor,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Propositioning the professor,285
Lindsay Evans,Snowy mountain,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Snowy mountain ,286
Lindsay Evans,Sultry pleasure,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Sultry pleasure,287
Lindsay Evans,The Pleasure of His Company,https://m.media-amazon.com/images/I/91bo+Vk7CwL._AC_UY218_.jpg,2017,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,The pleasure of his company,288
Lindsay Evans,Untamed Love,https://m.media-amazon.com/images/I/91YDHRFNTlL._AC_UY218_.jpg,2016,"A taste of paradise
 
 For two weeks each year, Kingsley Diallo puts aside his responsibilities as CEO of a multibillion-dollar company and heads to Aruba. It's his chance to surf, unwind and enjoy the anonymity of just blending into a crowd. Then one day he sees Adah Palmer-Mitchell on the edge of the beach and wants to make a meaningful connection with her. Instinct tells him she's keeping a secret, but the stunning island setting and Adah's sensual beauty are an irresistible combination...
 
 Disillusioned by romance, Adah agreed to an engagement to bolster her parents' business interests. Suddenly that love-free arrangement is a sacrifice she's not sure she can make. Handsome, charismatic and confident, Kingsley awakens her dormant desires, tantalizing her with the possibility of a passionate future. As their dangerous game of attraction escalates, can she choose between family loyalty...and the call of her heart?",https://www.amazon.com/Pleasure-Company-Miami-Strong-Book-ebook/dp/B01LLPCDB6/ref=sr_1_1?dchild=1&keywords=The+Pleasure+of+His+Company+Lindsay+Evans&qid=1615775327&s=books&sr=1-1,Untamed love,289
Mia Sosa,Acting on impulse,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,"The one you can't resist...
 
 A winning bid at a silent auction gets Mella Davis more than just complimentary services from landscape architect Victor Raphael. It sparks an instantaneous attraction to the brooding bachelor that takes her completely by surprise. Stern and tightly wound on the surface, irresistibly masculine underneath, he's a challenge to her single-and-loving-it statusand to the heart she's learned to protect. And still, she can't help giving in.
 
 Ever since love burned him in the past, nothing has cracked Victor's calm control. Then he glimpses carefree, vivacious Mella at a Miami charity event. Uninhibited days and sensual nights follow as she brings warmth and desire back to his world, until doubt wrenches them apart. Opposites attract, but can they also overcome their differences...and sow the seeds to thrilling and lasting love?",https://www.amazon.com/Untamed-Love-Kimani-Romance-Book-ebook/dp/B0105YDFVG/ref=sr_1_1?dchild=1&keywords=Untamed+Love+Lindsay+Evans&qid=1615773678&s=books&sr=1-1,Acting on impulse,190
Mia Sosa,The wedding crasher,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,The wedding crasher,191
Mia Sosa,The worst best man,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,The worst best man ,192
Mimi Grace,Along for the Ride,https://m.media-amazon.com/images/I/81TyjvPOS+L._AC_UY218_.jpg,2019,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Along for the ride,301
Mimi Grace,Make a Scene,https://m.media-amazon.com/images/I/81-1xNlLs0L._AC_UY218_.jpg,2020,"This road to love may have a few speed bumps...
 
 Former hot mess Jolene Baxter is committed to doing better. It's why she offered to help her sister and brother-in-law move across the country. However, her goodwill is tested when last minute changesmainly her father ditching her for an all-expenses paid vacationforces her to make the journey with a man who is the human version of a pebble in her shoe.
 
 Jason Akana operates on lists and bitter coffee, but none of those things will help him on a sixteen-hour trip with the most infuriating woman. Maybe they can get along and forget their heated confrontation five years ago at his best friend's wedding...when pigs fly.
 
 But the addition of vehicle problems, an unplanned pit stop in a small town, and chemistry that inconveniently tags along, shifts their perspectives. And once the dust settles after their trip, a tentative friendship emerges. Will these two stubborn people successfully navigate the unexpected feelings that follow close behind? Or will they hit a roadblock before reaching happily ever after?",https://www.amazon.com/Along-Ride-Mimi-Grace-ebook/dp/B07RZPYRTW/ref=sr_1_1?dchild=1&keywords=Along+for+the+Ride+Mimi+Grace&qid=1615776096&s=books&sr=1-1,Make a scene,302
Naima Simone,A perfect fit,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,"Faking this relationship should be a piece of cake.
 
 Retta Majors is having a bad day. But that's to be expected when your ex gets engaged to your cousin. Instead of (totally) freaking out, Retta decides to attend the wedding with her amazing, faithful, and handsome boyfriend. One problem...He doesn't exist.
 
 Duncan Gilmore is living his dream. His boxing gym is open for business, and he's focused on success. The last thing on his mind is a relationship. That is until the beautiful baker next door makes him an offer so bizarre, he can't refuse. One weekend of pretending to be Retta's boyfriend should be easy.
 
 However, shared kisses and some flirting start to blur the lines in their fake relationship. When their performance draws to a close, will they go their separate ways or return for an encore?",https://www.amazon.com/Make-Scene-Mimi-Grace-ebook/dp/B08DHFNMXR/ref=sr_1_2?dchild=1&keywords=make+a+scene&qid=1615774503&s=books&sr=1-2,A perfect fit,247
Naima Simone,Beauty and the Bachelor,https://m.media-amazon.com/images/I/81l6KvncXrL._AC_UY218_.jpg,2015,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Beauty and bachelor,248
Naima Simone,Blame It on the Billionaire,https://m.media-amazon.com/images/I/81tYUQswJOL._AC_UY218_.jpg,2020,"She may be the highest bidder, but this bachelor's price is blackmail and passion..
 Billionaire Lucas Oliver is hell bent on revenge. And his plan begins when Sydney Blake-the stunning daughter of his enemy-is tricked into bidding on Lucas at a bachelor auction. Then he serves up a little blackmail... followed by a marriage proposal Sydney has no choice but to accept.
 
 Sydney has been controlled by her family her whole life. When Lucas threatens to reveal her father's shady business, she is once again forced to do her duty for her family. But worse-oh so much worse-is the rush of lust that Lucas ignites in her blood.
 Lucas is determined to make Sydney suffer, but it's tough when he can't keep from touching her-or thinking about touching her-all the time. She's not fairing much better since she's engaged to a darkly handsome beast intent on destroying her entire family...along with her heart.",https://www.amazon.com/Beauty-Bachelor-Auction-Book-ebook/dp/B0122RZLTI/ref=sr_1_1?dchild=1&keywords=Beauty+and+the+Bachelor+Naima+Simone&qid=1615776730&s=digital-text&sr=1-1,Blame it on the billionaire,249
Naima Simone,Claiming christmas,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,"One night in a blackout leads to a fake engagement between an assistant and her boss in this Blackout Billionaires novel by USA TODAY bestselling author Naima Simone.
 
 Executive assistant Nadia Jordan has long had a secret crush on CEO Grayson Chandler, but the start-up billionaire doesn't even know she exists. When she falls into his arms at the Du Sable Gala, and the lights go out in a citywide blackout, one kiss leads to a night of soul-stealing passion. And what happens in the dark never stays in the dark...
 
 Because Grayson sees his chance to evade his matchmaking mother by making a proposal Nadia can't refuseshe'll be his fake fiance! As she steps into Grayson's privileged Chicago world, will his mother and vengeful ex destroy her dreams? Or will her fake fianc make those dreams a reality?",https://www.amazon.com/Blame-Billionaire-Blackout-Billionaires-Book-ebook/dp/B07WRLSRS3/ref=sr_1_2?dchild=1&keywords=Blame+It+on+the+Billionaire+Naima+Simone&qid=1615775744&s=books&sr=1-2,Claiming christmas ,250
Naima Simone,Love and protect,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Love and protect,251
Naima Simone,Loving the beast,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Loving the beast,252
Naima Simone,Scoring off the field,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Scoring off the field,253
Naima Simone,Scoring othe player's baby,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Scoring othe player's baby,254
Naima Simone,Scoring with the wrong twin,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Scoring with the wrong twin ,255
Naima Simone,Sin and ink,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Sin and ink,256
Nana Malone,"Game, set, match",https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,"Game, set, match",135
Nana Malone,London bound,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,London bound ,136
Nana Malone,Royal tease,https://upload.wikimedia.org/wikipedia/commons/f/f9/Phoenicopterus_ruber_in_S%C3%A3o_Paulo_Zoo.jpg,2013,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Royal tease ,137
Nana Malone,Seductive in Stilettos,https://m.media-amazon.com/images/I/51ByV-XyiPL.jpg,2015,Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day Stepping to a New Day,,Seductive in Stilettos,138
Nana Malone,Sultry in Stilettos,https://m.media-amazon.com/images/I/815qIDUvOWL._AC_UY218_.jpg,2012,"A little freedom can change everything, for the Virgin and the Bad Boy.
 
 All sheltered student, Tristia Munroe, wanted was a little freedom. For the first time in four years, she's single and free of her security detail and from her past. First thing on her list? A little no-strings-attached fun. And by fun she means learning all about the world of dating and sex. Lucky for her, she's found just the right guy to teach her.
 
 Undercover security consultant, Shane Atkins, knows better than to let himself want anything - or anyone - too much. Wanting is dangerous. It leaves you vulnerable. Too bad the one and only thing he wantsthe girl he's been charged to protectis the girl he can't have.
 
 Will Shane dare to grasp his chance at happiness or will he give it all up for the mission. Will Trista be able to trust him when it matters most?
 
 Warning: Sexy, sass talking women will make you laugh, cry and want a pair of killer footwear.",https://www.amazon.com/Seductive-Stilettos-Complete-Collection-Contemporary-ebook/dp/B0146XI18O/ref=sr_1_1?dchild=1&keywords=Seductive+in+Stilettos+Nana+Malone&qid=1615772706&s=books&sr=1-1,Sultry in stilettos,139
